stock_id,t_0
stock_000,100.34251609910521
stock_001,104.92429304632076
stock_002,103.07542000840321
stock_003,95.63285106118053
stock_004,99.44319417927784
stock_005,99.18641779722742
stock_006,96.9940243737342
stock_007,96.66079723069406
stock_008,95.06693562261735
stock_009,102.8858273984518
stock_010,99.34976594038659
stock_011,100.63966239889606
stock_012,98.10953748333222
stock_013,98.26929191698332
stock_014,101.4442388806853
stock_015,98.48878107345219
stock_016,96.37682433427804
stock_017,96.28080731528928
stock_018,100.60801007819717
stock_019,103.32093620381136
stock_020,101.88109763313574
stock_021,100.03607910283601
stock_022,98.93693807964468
stock_023,99.33831370652413
stock_024,98.44680872322103
stock_025,94.28300623384442
stock_026,101.5647846047087
stock_027,100.38554968788547
stock_028,100.54879932357808
stock_029,102.91826418433507
stock_030,99.22436608879902
stock_031,99.37314848432291
stock_032,99.08177842731611
stock_033,95.87618401029079
stock_034,97.86111245164162
stock_035,99.19870911934085
stock_036,99.96867658392902
stock_037,102.88134773775448
stock_038,100.51177270462316
stock_039,98.74246609288811
stock_040,100.04686182373896
stock_041,99.62071744199412
stock_042,98.55024230298027
stock_043,97.14184766623728
stock_044,96.79531156850535
stock_045,99.45808153979135
stock_046,100.33051949067561
stock_047,100.61778622996307
stock_048,98.35668581151356
stock_049,99.91113857643849
stock_050,99.36861963197742
stock_051,95.59214293917917
stock_052,100.39553781113766
stock_053,97.26029277428138
stock_054,97.38163641585754
stock_055,104.83156001668745
stock_056,104.73677287946455
stock_057,95.7218447850181
stock_058,95.02391651039515
stock_059,96.47515689149988
stock_060,100.91217199881571
stock_061,96.75363373958974
stock_062,95.49492762466313
stock_063,101.04128697489216
stock_064,105.15749139803377
stock_065,97.26735237657203
stock_066,98.17114460650808
stock_067,95.39013858578215
stock_068,106.21771429021088
stock_069,103.1953675037737
stock_070,100.7817209742399
stock_071,97.4696427614673
stock_072,103.35031692536636
stock_073,95.49172600407735
stock_074,102.57092098097888
stock_075,95.64654734195459
stock_076,95.79634588229618
stock_077,98.05015437185719
stock_078,96.79085193489871
stock_079,99.78622820857632
stock_080,100.27623119694324
stock_081,100.0660043756844
stock_082,97.95365919599041
stock_083,101.55900414264892
stock_084,97.66222829175067
stock_085,100.39022893794203
stock_086,96.31130055002424
stock_087,90.69017897240477
stock_088,95.4150895552346
stock_089,100.94216981595616
stock_090,100.83540306095477
stock_091,99.73455492888394
stock_092,101.92501793744322
stock_093,99.09211107536267
stock_094,99.07699577558898
stock_095,97.46294804198214
stock_096,96.64576240242427
stock_097,96.79390130225414
stock_098,95.49680424763977
stock_099,98.02438597921443
stock_100,100.78972642600625
stock_101,102.36883524020179
stock_102,99.56232606762671
stock_103,99.63286505472753
stock_104,99.85195826096256
stock_105,101.76149527394985
stock_106,97.38718725318436
stock_107,98.87109271821586
stock_108,101.8314940179507
stock_109,99.75989352152814
stock_110,100.38489173490781
stock_111,98.87935827736932
stock_112,99.7010947579846
stock_113,98.7740153230472
stock_114,96.95189559687614
stock_115,96.55359333368084
stock_116,95.3209613515473
stock_117,100.99983599235843
stock_118,99.69245192953927
stock_119,98.4897601994005
stock_120,98.05332660140834
stock_121,96.54516635059097
stock_122,97.48331344206754
stock_123,96.43789289436491
stock_124,95.74132203295544
stock_125,97.90306619978873
stock_126,98.710413550787
stock_127,100.54264008678015
stock_128,101.10865311456472
stock_129,100.13903176200094
stock_130,99.39199021242716
stock_131,98.77002407009464
stock_132,96.61264193626086
stock_133,96.7382022565248
stock_134,98.14130429019394
stock_135,97.89935476359196
stock_136,101.39308900816431
stock_137,99.9296514773486
stock_138,98.71848127798815
stock_139,97.60543368567623
stock_140,104.95270196039061
stock_141,94.50696695874406
stock_142,97.44794902094813
stock_143,97.51552601609997
stock_144,101.61052846224979
stock_145,101.51078984171849
stock_146,101.46937435484911
stock_147,101.13643211939805
stock_148,93.94104626389918
stock_149,98.65746949657229
stock_150,92.53605805724554
stock_151,97.22167485565699
stock_152,93.4357078003089
stock_153,97.25233245529837
stock_154,100.05042297074593
stock_155,104.62495632325468
stock_156,99.99061935617003
stock_157,99.48092181990444
stock_158,102.95140355402823
stock_159,93.63073063990115
stock_160,90.50219642689636
stock_161,95.89170165068477
stock_162,101.1620000072742
stock_163,104.28627446521845
stock_164,106.61014272045139
stock_165,97.41189626348678
stock_166,105.26656338719063
stock_167,103.4804986909396
stock_168,99.84015011926
stock_169,99.225858010054
stock_170,103.50380546787908
stock_171,101.91025565246167
stock_172,101.38373406081038
stock_173,102.50572677387831
stock_174,97.52941811135535
stock_175,101.17343217791013
stock_176,100.27650185817853
stock_177,99.19814973626592
stock_178,99.28310139658643
stock_179,96.74576731609517
stock_180,104.83303497624523
stock_181,100.17159977123318
stock_182,104.14384205047176
stock_183,97.0129681253698
stock_184,101.30445304738312
stock_185,99.1028572320375
stock_186,98.78318621231335
stock_187,97.63602644650076
stock_188,94.614925315551
stock_189,100.4387276952007
stock_190,101.99200268786069
stock_191,102.90595207254283
stock_192,98.35935499958993
stock_193,97.96390998423557
stock_194,99.34988118746243
stock_195,98.25165357153817
stock_196,98.11638364454056
stock_197,97.92563320581881
stock_198,102.8487873055478
stock_199,103.28910851474384
stock_200,103.276205765964
stock_201,99.41459570193959
stock_202,100.48908128953092
stock_203,100.34818150748701
stock_204,96.87108767330017
stock_205,99.31008812067728
stock_206,99.01937459910046
