t,market_index,price_std,price_min,price_max,MKT,SMB,HML
t_0,100.35274798160077,1.328047782736395,93.93846963431227,107.2344236179146,0.0034993694685926603,-2.7187223726339405e-05,-0.0011282159553992605
t_1,100.53560100380851,1.860788368375263,92.50052895422706,109.69802447155928,0.001981521746597239,3.1363669219401416e-05,0.0006353431970752307
t_2,100.13007001107026,2.272426426572848,90.59271698101475,111.415261787926,-0.003455465742077733,-0.0021378859570217964,0.0005525832827999889
t_3,100.70105216040442,2.6200339689588183,88.66513912844911,114.78152797982486,0.004684462661342373,0.001701202798169762,-0.00046461202381856847
t_4,101.54823733946684,2.9733867223376773,85.0049472128762,117.2254500187177,0.006316738381500929,0.004440577051945435,0.0012188892798679358
t_5,101.71900107374027,3.306843898371592,85.60774072920054,120.1666853991756,-7.295244283514555e-05,0.004576814593860132,0.0019557814101221352
t_6,101.98946765289521,3.6050335066899133,86.36355030825892,119.1596969840868,0.0016495411012665212,0.002504536627242164,0.003223171678276981
t_7,102.01164419503986,3.838971299911465,84.53820853356955,121.61873604517302,0.0003805496958130195,-0.0015261335448325327,-0.001403454415544216
t_8,102.24378744086249,4.063404459187917,85.26990759332473,124.21174284206464,0.0023131503285138133,-4.959671510576318e-05,0.0007037465550814896
t_9,102.34770289109854,4.329318849672171,84.11622873306253,123.48489312282683,-2.4521610713208958e-05,0.0020467433153425795,0.0017385760003850133
t_10,102.2071525689354,4.502173069283933,83.73260540581025,126.40434897403674,0.001358028235671492,-0.006442887994627089,0.0005484257144933983
t_11,102.48402998911547,4.675791796112236,82.64611644958033,127.42737891936677,0.0031057055109104266,-0.0003541853519203708,-0.0019968765812215035
t_12,102.85174070210861,4.901543797625006,80.88793989835611,129.48898664921714,0.00409243452084802,-0.0016651295311573538,0.0016797476685561322
t_13,103.47733518711537,5.124123445680778,81.34211947834514,133.47617725636644,0.004279332059471247,0.003868682677350444,-0.002318490500902869
t_14,103.9646870612549,5.375201037271248,79.74012389953427,134.1925027769015,0.0024280795295844627,0.0051946133400016,0.0001703444164806785
t_15,104.74659782974175,5.64845696228875,80.04822501088256,136.4436998095603,0.00453782751885824,0.006051838698249821,-0.0023969877289454706
t_16,105.7875836852084,5.867598915623219,80.81947791502641,136.23633744180978,0.009512514503900473,0.0019432794329523884,-0.004736611190842428
t_17,106.73281431458483,6.073501570378417,81.61843240940163,137.50027355144346,0.010941812721213315,-0.0049070877537826605,0.0026188963374076174
t_18,107.7816500292511,6.294311835964148,80.60213704821749,138.4594602034843,0.010061322246964481,-0.0007464064465875725,0.002406997266092454
t_19,107.72194388103185,6.427512427753251,79.15718440253897,139.97789552806375,-0.0005584038862368208,0.0007862707015935151,0.0007359676681940518
t_20,107.37975259116621,6.590245322259281,78.76482104511426,143.86960878199272,-0.0025889510582912346,-0.000735035018382977,-0.0014749221005820662
t_21,107.26890403327468,6.7544138753741985,77.86576889858524,142.62342432844451,-0.002231255016158839,0.002683552489659,0.0010024975001959799
t_22,107.3640503799883,6.906591365994312,77.1940008919087,145.34116532839846,-0.00012942294303885222,0.0018449912194133846,-0.0008919586811056894
t_23,107.24440439362952,7.00157730383006,75.89410224762672,145.03216658489907,-0.0008134217892270024,-0.0017218541650833483,-0.0014512232451199952
t_24,107.00089999702811,7.098980124976749,74.6244224606881,144.49699719776643,-0.0017506441883225565,-0.0014580676954225435,-0.0006998633995822383
t_25,107.1320540029594,7.219090554609369,72.40241345540157,146.49065242077816,0.00153874912743876,-0.0007609504266753828,-0.0004978452098130276
t_26,106.34517743522312,7.288626815450464,70.70495907540169,145.49192130532367,-0.0049735668063073096,-0.006004340479591914,-0.0025758804797379508
t_27,106.11639058752303,7.420875165337389,70.05423614112847,145.7832969711961,-0.0015622846341583905,-0.0019980254680604537,0.003106434104736363
t_28,105.94653123675194,7.587894262325855,68.90420752874309,150.71400360449834,-0.0015660201779998438,-0.0002276957536558326,-0.003357088455737967
t_29,105.51695722677394,7.666456487622036,69.59420314377716,151.544593168269,-0.00384809217930737,-0.0007632427243742393,-0.004029898688486157
t_30,105.43048440791323,7.785930839854584,67.16194820039439,148.8716922552207,-0.0006305149801063513,-0.0008631967260759066,-0.0011244606551884812
t_31,105.51155517682147,7.890352220149201,66.52460215050216,147.47407625772556,0.0004533497423521455,0.00024879669733063347,-0.0005092993624434097
t_32,105.60147185088009,8.071648510247007,66.21407087025648,150.9747223650173,0.0007818900976867816,1.854422465263168e-05,-0.006922258309917211
t_33,105.71231997310069,8.182504028698537,66.87860777873455,157.0445359997649,0.0012791075251337024,-0.00066168680313701,-0.0012753231813567166
t_34,105.91879074157313,8.30246071875501,67.98851866656028,157.47067722285024,0.0006319777496073508,0.0032182745648456587,0.0028172607416871234
t_35,105.36701523732684,8.371642367074836,66.98042933829937,155.04834350694097,-0.006378955089875341,0.0024117396109611736,0.0036016001138912323
t_36,105.21842157701055,8.505916924924152,66.03948384293446,147.9025964509515,-0.00261508982418221,0.0028597875917404153,-0.0008406096425300726
