stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80
stock_000,94.40572190926875,92.36350864909024,93.48169563221305,93.13935213789688,86.88507141253419,86.06271383002652,85.97564827992063,88.29135405529408,92.6716832835516,95.23689371837352,86.68904383252854,84.50259724464227,82.78403988222392,80.81400098828333,85.72623378961956,85.11686768651776,81.62640594704281,82.96223211413808,79.0430881708384,77.26020161134687,79.151650917835,76.66906826572067,81.02120705152124,83.55129732432147,84.38541554627112,85.45996031106687,82.9453809136659,83.76805836478567,79.74682503584995,83.26850274339631,89.15999851440914,86.05092087826151,85.49477281303017,86.50693258874232,89.68597775310809,94.60377936580618,93.93876716593067,97.98118487469347,99.61646503106407,100.03836215192213,96.23360039852332,94.00495538700864,95.33777570833027,95.35306236790765,102.85576762604539,103.81632703129458,104.06269905016964,100.21450462041916,98.98175193068462,98.71504181790894,100.0098173499806,107.08397708584212,110.74358883346713,112.50248926267813,113.190603482768,115.79143120857886,120.46819017307119,125.74184445750467,128.41377583957828,132.06698069658455,134.95614991295537,130.00738918826892,131.99167812713517,137.08502061742772,136.32405039933766,133.41899414206847,125.99602724127243,123.35571551821674,122.91858657905416,127.80571523503325,123.02731107874679,129.64379944184068,131.31686066512296,125.0610903391058,125.06801500367447,127.13192303470747,129.14489310708322,131.0060513171631,132.90150724497914,133.69278242663145,135.5589701404136
stock_001,95.88534599522139,97.335861117958,100.00782297676814,104.55629071397122,107.3475499730074,105.79578714840267,107.80773971090584,105.65393590759408,104.57960033698402,105.2107768538663,101.0245825900037,99.99931150180186,101.51474433082197,105.37945720412257,103.46551699365672,97.67823916342223,93.86088089631959,93.06058673899376,99.53283405303193,98.06816766588358,104.32042760061047,106.39925445805514,106.99546344648688,107.9430403025932,112.52330956804342,111.08108876869366,118.91836096596785,122.4442186514073,120.01702283755367,121.53985374503063,126.78020201336648,134.12562491195973,136.890702874582,135.88922703037423,137.1536362855359,131.79456012522303,133.97543557858555,131.1703757743433,130.92402389609077,136.6648688938429,141.39174461284617,137.41320372519962,140.49497607301075,142.66096098712404,139.4388972554946,140.50447227030517,141.88306736254182,142.15701594829824,146.08811941575132,142.4837480829077,143.1468077906364,142.52094721513737,139.3318307592279,140.76608098483786,139.15836962710358,141.45666926164787,148.6550551575005,145.49766390894058,148.2158774028252,155.0163798520969,155.77111293708887,160.17637546969476,174.03174024480006,175.94324675074543,179.94542710045704,186.0937854525476,182.9974360105991,180.43803343451927,180.90307834304866,180.40454021345053,175.06527724576586,171.75761158234351,166.48699357514445,163.71396711609992,155.32713679531636,157.56689959579163,165.84508781980762,168.70119165387683,163.7483581008101,174.37918360126707,168.8476283484005
stock_002,98.38549434258422,97.9119915834843,102.01886180512628,100.7412070635396,106.12303067802416,99.48243892001338,97.94232163550232,101.780783982095,110.50154752707479,116.40461875687546,118.0013931580612,114.31930471229536,111.81114768809057,115.03877134264893,119.33239036286038,118.28807396402986,115.33587277739697,118.82873941347489,120.81982173010971,123.17825543904215,120.98994443064953,122.87837102472649,121.94034390677425,123.1991675177539,124.24839817043967,127.65935487245197,121.36340816099353,126.35269888134658,129.05153658024884,132.86489367652834,135.20519331129512,129.79433574349716,135.33669125769475,134.28489896094496,131.2165721933272,138.60620018321873,138.44406094199937,136.09526986570825,134.34783585052074,136.39129915888037,134.39060449211885,124.14833406104006,121.47007658572434,123.19743016422065,126.05185500993723,129.3695232535416,132.71326954330698,130.3804153716072,131.46966873564824,135.93994069224922,140.4051673079775,140.3613793722021,144.45461710544475,145.60660001989248,145.174936560857,143.9414451290223,147.9256456642685,149.38905034676685,145.3244018017347,143.67976815197443,141.26777918001793,150.98013422487526,155.48147473203974,152.62327903858724,158.9373397608026,160.53294950466048,154.47007530551053,154.85775448270175,155.23124604467384,154.36451695074211,146.64512380503047,137.7673580830707,141.71445980829574,142.30260532592746,137.57358591095993,141.21035862187335,142.42653823316306,136.99396212316765,136.18070488405036,139.1228968764347,128.38319575472983
stock_003,102.83407590617371,106.68298736095807,109.89440624430193,111.00068428751959,112.18293206350988,108.48431600786978,106.33264202399877,112.35046580223246,111.991245240471,111.4602602200665,113.36548395020908,105.8449632586023,103.49672196814467,102.43695762569737,103.8049838103002,105.90445793262624,104.2372595495162,103.9748944572963,98.65450218169988,91.56006191293393,91.05480009836113,88.83238606358086,88.62542498052295,90.70243638483376,87.28930091888805,91.79981365969294,94.20963589029893,94.65944942067073,94.88674131651892,93.84747654760204,92.59629375260356,86.9209098852222,81.81628407340335,82.29322913787269,77.8159741664444,79.16520760220412,77.7552437495827,75.69852981170163,74.06162611261554,70.05419462657669,71.51487631152185,72.4412632711898,70.56786471609117,72.50099327849347,69.51401807357068,66.60978001144821,69.56658765760078,66.45380087890071,62.94352752778441,62.14985648393326,63.78301728878915,63.93339805491385,66.43130688001584,69.13197952051533,69.49269845572498,70.01854229729209,74.24298870718428,78.83180689550038,76.10331896097163,78.18086721330556,76.71005133301625,76.55080436819533,78.9759531101956,77.1409928698293,80.28549335642143,77.12746952091847,77.43724986880812,73.89373328238572,72.48134696849098,74.89018141774905,71.04397856988872,67.77816433799191,70.22562366483228,69.37453885603493,67.95442419307015,69.07152902511073,70.9057868013721,68.03028701553211,67.22105857003683,67.03800436643607,65.94496670240423
stock_004,97.53612996641552,98.81669877622132,98.16630914904552,99.625458935324,99.4419278053185,99.94076499026828,95.72596349286951,98.25104671596561,103.51834549635035,107.72405834429894,105.73979816344203,105.59328411361548,103.58034980422242,101.27490391359879,102.98916678686895,102.25420770123378,94.60156816291902,96.49891441765844,96.24516302870605,99.48455271964335,100.45553536569132,104.466817688139,106.59423131325738,103.862865787959,99.96325010021572,100.21134998421665,98.12515701660813,92.311048124329,88.97078872331882,92.53791960780703,89.65768894910818,89.48298841446407,88.78641377923378,89.69985798865174,88.11769491899531,85.92322893018189,85.78693146685714,82.83233210271223,78.95148113583265,78.92778620234026,82.9215584199526,80.77260586455922,81.33013047926431,84.47154045266011,84.80285847272961,82.06538631724158,79.1922975872828,75.42655114741355,75.22202326963559,73.17171531543794,71.88540686438222,73.72106208412147,73.5158278769544,69.94382568988874,69.74723233717151,70.33137989944255,76.14793425937006,78.9491037365709,81.26004724518471,85.35470974786297,88.18375037467469,85.02079296680849,84.36198905970481,91.41309472864268,89.55995671483218,88.57091106887486,91.72489263379967,92.0088504849011,89.33002570523911,91.78924247623003,88.11366915868511,85.80814499744089,87.18765784918492,84.95529649239243,87.72750065886284,88.63836417074744,92.38921738898529,97.21092102730243,96.94337675024782,91.97925418702773,92.24316054920719
stock_005,100.5990069551245,104.21580021507397,102.9037883243304,100.03243974898308,99.05042930132839,102.53040639283391,104.2691014683718,105.74532077839763,106.49429540954901,107.30439211915258,111.00861951267642,110.54577605364388,116.34962131097886,116.26470594755645,117.42050216723263,120.57064482524086,118.88081096907008,126.85444633060065,122.46905900211152,122.317039350856,115.27511404783176,120.49087694115183,127.89820341851863,130.2930822367329,135.6609590666088,131.96768734653938,135.8460061068773,139.56142433250068,147.30334629200112,151.26155083989678,154.5217402392764,151.97241911362613,159.3150910171824,154.68523012788313,152.05508666927844,150.88401296427097,140.29334127280646,140.48792732431704,132.51101774167034,137.52796146301753,134.28858898306703,133.59606713922443,138.25139647328453,149.5211525477583,147.6208870985793,146.4801904746027,151.60117504426603,154.18149000107786,157.71847774725688,162.00285616405358,162.74417439102677,164.75210093887628,173.71365665550837,167.45169357546757,160.47701116080137,158.0819678369066,172.5094839875696,189.03311471064458,195.0328528927784,183.28976714414105,186.5310887153225,185.96906990477765,180.74786544747894,188.55115769838972,197.80791033707402,192.66035977324373,200.25414894087953,195.37881929694268,193.27160961845394,185.53215648539722,181.89235307578124,172.27169441058987,170.65923398060156,163.36634668197786,175.86651653562734,171.52105859465306,174.2419923558537,176.15435422823683,165.91776303050077,167.09695559650956,162.2309218355244
stock_006,100.31065517304265,101.02177663539864,102.47213326867471,101.76428400890438,106.62355105664265,112.57769720812419,116.60304977752108,119.93247584617404,119.83483302592845,123.88955759989013,122.42504381931249,117.0290967031016,115.84330771162544,116.74111275842611,122.21250945421471,123.2231704111716,121.62954992632217,122.60639240234772,127.22791730678625,124.99229171414677,125.38457999431203,129.97945771107402,132.42503166295563,133.89209384501132,135.69364547651134,129.3381578796872,132.08151875173797,130.17478057384332,129.55872317972344,128.49088148000217,137.8237105986972,138.0845354986989,130.78454033973296,131.85747553767965,126.46834812733074,126.48822641671379,129.6673487434122,124.99024557179571,127.25791234765305,130.2033368837674,127.25269549240683,124.59168729766911,132.49754119017334,135.29810984395505,135.0758147635887,136.74205188556928,136.9207874114169,138.04287488067945,140.91750970619256,142.28919475168564,156.51554984183994,166.47986727336038,171.53759748548327,176.3514490366084,175.98212759872578,180.55271557984642,185.4890050125157,196.7319859948774,200.12995441084914,202.42498337315976,200.844063925104,195.6658962844223,193.058006114252,190.59502482460755,196.39248973941687,204.33673720759808,198.42400724070487,201.39029798161397,212.97960710971563,213.57768806923886,221.42794607345326,217.78852522738183,234.04481837856358,231.60375137168592,223.21248387906178,236.75565551408778,245.67785781185933,237.91398526606153,235.98252781761167,239.2597127227288,227.13293459018
stock_007,96.29544975404755,99.8419107754446,104.01870387533377,102.07577977938297,102.6135809677882,105.94130153591466,108.30956825383909,109.07964355975967,109.3970531283121,113.18332838285606,113.25056849745535,114.06191635390637,114.99162087266544,119.51779108598137,114.50384305174913,112.98452711713423,113.09172004698311,115.01690339180782,122.8999289676132,125.6198129634711,130.18418381295933,133.77390224394506,140.4247555256074,141.87926073789626,139.87680374220997,149.4731069285306,152.03147969629367,154.64063777262618,148.5626752774437,152.8592301413138,142.3535873631272,137.09625852480363,131.92496590178746,128.59240952041893,127.42467011183678,128.4351766895352,127.3126979481819,129.85264370607257,139.4920415938426,142.71094044713848,148.47757690657463,151.13564593569865,156.32695089818833,154.35926414954204,155.67205641986988,152.99772554544649,156.49402222545027,160.3569672598685,159.31073238034443,163.56385560097385,165.13672850446255,169.41049844074072,168.02879984094477,163.208792037144,175.3449982330874,188.797081851553,196.88462397661212,197.77548834692215,193.54455362359226,186.63354666025333,186.55447472217793,191.04176288566208,189.7038815937034,199.05785403134357,188.47525076110645,191.9866855639862,190.6750571737125,193.00207161701007,177.10640369061764,174.57488263723207,170.17533505676718,180.7916589615545,179.7830753290215,170.91026271909942,170.27655932109624,176.18380953406466,181.37461060056523,180.04666272418544,180.50442689684678,174.58489315523178,173.50524606224576
stock_008,101.00563076846794,101.73593519115235,102.50374918267607,101.02148761491728,99.68159052725733,103.64138738196334,103.50965944044391,105.03381501153763,109.44750581906789,107.08025297570455,105.24814539916154,100.10825228268986,106.92913548958313,106.43004454644093,110.0874714620008,117.16205971997775,110.96797122849058,111.12681681136043,109.146775244103,109.45476193273021,108.52475645258652,113.79343942044405,117.5004603613464,124.83927397180588,126.8988202315764,126.69303691252236,132.38577771139535,132.92050101411326,132.62516448744202,135.96729979293744,140.90694255610018,141.38299410135988,147.07027379487107,145.97880698651204,144.1073479286607,144.81194507072706,144.1939485090307,138.83681999994428,141.90148355643623,144.01782507841605,138.72773466373135,139.6070089069287,144.37568648497395,147.86738802522893,150.45743956275757,157.8997293448364,150.64133916698452,156.53461382346705,146.3919157139649,143.99131497251926,138.27945112866448,146.52182285338304,148.3421677288269,151.05589640600468,153.26868206763885,157.56391927658927,161.8612064513393,171.64916878968893,174.26466774617796,170.15643009068484,162.1746926408979,169.449537770239,172.38104122150773,171.01311782264602,178.03686694633575,187.7428579624162,188.304130077615,196.32927409816526,195.7426382999795,207.12765933232345,209.61067441871623,208.33793764028053,218.70974222139893,222.3426101806991,221.26419667806334,227.50174100580628,228.4992557018375,214.16978340426004,207.28139608965702,201.73754343812027,194.02008999391677
stock_009,102.77775961857371,102.0451504773893,102.60737819724262,103.89288010319112,105.53751964882878,108.0917037836347,111.0290452811662,114.3943513960148,112.99546054869522,116.8337877189401,114.21798829176198,118.78788235484207,118.47883017361303,114.54201880549104,117.15825704553187,119.77597021550088,117.18087823167633,120.09441655390945,125.34619654734306,128.23784164799102,121.73010474783479,122.51058850328504,122.67227439346524,117.17234279829047,114.0935680498791,122.12462785091566,122.09116264897949,124.10192841035621,118.96758942120138,127.12026663019446,129.93890816503233,129.34707252910192,134.6873555607628,141.55779203006907,132.47407694632338,135.94497361873448,131.71199862281475,123.0723032290616,130.23674282319243,132.73603521232167,131.18757053276204,137.6558451194929,138.42796371170311,138.12514450349292,143.3924170440196,138.66368967313124,139.69595960369728,135.54032711233427,132.23270820168352,135.20893526937292,133.36274713532495,138.80317302745388,132.91002855149358,134.52315493209653,135.76006089950337,139.3102529609509,141.89583507994726,148.34577379469073,151.28247215806067,149.43614740554187,147.5730535801164,150.5803007729471,153.44229629421793,143.4062289608677,138.93195385103695,132.04379621614976,130.46744397975337,123.00561144178634,124.0495398452969,120.85023394903479,124.35688339337982,122.63431491009862,126.95060568488067,127.08196365702152,125.3884250504196,128.1407807709256,127.04503075358906,119.297709335296,110.85635466618533,113.11566510598874,107.3086237705132
