stock_id,t,state,characteristic_1,characteristic_2,characteristic_3,mu,alpha,epsilon_variance,beta_mkt,beta_smb,beta_hml,MKT,SMB,HML,epsilon,raw_return,return,price
stock_000,t_0,1,-0.7059644327305179,-0.7304047497277933,-0.7424107439016883,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.8588071134538964,0.03479762513610335,-0.37120537195084413,2.135%,0.606%,-0.798%,2.610%,4.781%,4.781%,104.78075484914326
stock_000,t_1,1,-0.9188074637121584,-0.9108334079390625,-0.9255658349876537,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.8162385072575683,-0.055416703969531245,-0.46278291749382683,2.587%,0.614%,-1.311%,0.521%,3.226%,3.226%,108.16075556907347
stock_000,t_2,1,-1.004103535609162,-0.9897559884834991,-1.0382020598154937,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7991792928781676,-0.09487799424174953,-0.5191010299077469,3.366%,1.877%,-1.798%,0.941%,4.406%,4.406%,112.92654213267323
stock_000,t_3,1,-1.0319324843616415,-1.0892866483449408,-1.1074841749586717,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7936135031276716,-0.1446433241724704,-0.5537420874793358,2.256%,1.859%,-1.501%,2.772%,5.145%,5.145%,118.73645803525055
stock_000,t_4,1,-1.0528788212847546,-1.2454656706155516,-1.1890449867045747,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7894242357430491,-0.22273283530777577,-0.5945224933522874,3.364%,1.745%,-1.711%,-2.778%,0.526%,0.526%,119.36134640727349
stock_000,t_5,1,-1.132593593092658,-1.297885356794709,-1.2393877764315746,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7734812813814684,-0.2489426783973545,-0.6196938882157873,3.398%,2.211%,-0.816%,6.246%,8.849%,8.849%,129.9237736417348
stock_000,t_6,1,-1.066489356836164,-1.3455753488581554,-1.1975053534050346,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7867021286327672,-0.2727876744290777,-0.5987526767025173,2.951%,1.818%,-1.016%,-1.281%,1.173%,1.173%,131.44730776402236
stock_000,t_7,1,-1.2141902682404548,-1.3447170785569476,-1.2186132958069722,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.757161946351909,-0.27235853927847375,-0.6093066479034861,0.755%,1.641%,-1.521%,-0.877%,0.195%,0.195%,131.70301758092714
stock_000,t_8,1,-1.1740503344747388,-1.2813925062744447,-1.1944978081625364,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7651899331050522,-0.24069625313722232,-0.5972489040812682,2.496%,1.490%,-0.816%,-3.030%,-0.971%,-0.971%,130.42373343895306
stock_000,t_9,1,-1.2040562217434865,-1.3106462366382632,-1.1749450224302196,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7591887556513027,-0.25532311831913157,-0.5874725112151098,2.362%,2.667%,-1.210%,-2.955%,-1.112%,-1.112%,128.97299083034832
