stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79
stock_000,100.11380995456935,95.88547507640031,95.39400534894354,92.20589435750085,88.89461712506166,88.25454765112286,86.45568890229663,85.37474263035787,77.34709464921941,80.00736735196185,81.31324565850342,81.0278697460736,81.97032615024631,77.06400058697444,74.74659354383544,75.26134431713302,76.29097627876943,76.62125639318333,78.57191672150311,76.1465160968391,77.75146060423519,76.98479364711226,78.59098775356262,78.66405306282914,77.9650670260041,74.86721895027338,72.23913304283637,71.57658596862551,71.71713941602032,70.55681852808713,69.71624881156744,69.00006007255635,65.41103654220773,66.16282922192346,66.53887347701712,66.50350579744435,65.14580882913543,67.22456306265006,66.00549653125489,65.83632573344606,63.23170926571182,64.02488064372957,60.57367972455411,60.69269533010422,60.890296924640786,58.158606061198356,57.85738139666457,57.891812739425205,56.567244622260766,53.48147555147885,48.13332799633097,47.62343536803699,43.528849698702956,42.7293782811748,39.58239392338342,39.25301751787825,38.35002407986276,36.18810740186557,36.76819913616585,36.42915577633473,35.679246898281654,33.592277404207636,33.78887126759696,32.65232851099933,33.84696544003622,33.02470625551666,33.53568124296435,33.84080351865345,32.72155238002413,32.061966270191164,31.379422627509197,33.406480161284634,32.871720390036316,31.805510966845983,33.0429671069737,31.965891627808396,31.16260879715656,30.756008751269945,31.676621550351555,31.00399399724617
stock_001,98.10686401933887,98.51459924918196,95.7313386892274,93.47997532898933,87.74385638378588,87.99013293003193,84.67799341411816,82.1064694621868,74.77100920441066,73.19235429195757,73.07030044286819,71.85569285606952,70.03890115750096,71.32718282134886,67.99701088883657,69.33770753556013,72.0127848384078,69.63955431617954,71.27636969633755,69.56923514789322,71.78446008943791,68.86717371775009,66.4445017926178,64.88950599812324,63.281210675271865,62.7091008424921,59.79842652513967,56.691653252829624,58.28619020743196,56.32323427604736,54.15716469709857,52.405219585228764,50.42100176077608,47.65400103113576,48.334975502630726,48.26209650418145,46.650744751665286,47.5145733700846,45.734481914580144,43.93920994535588,44.82487587762358,43.906907948055014,41.89165863817635,42.338495174183585,42.02275811186403,40.500131496597234,37.78074515980257,36.84099756711476,35.35245142827863,35.159844402693174,33.02220138605544,32.07204957316952,31.75235543686878,31.596167984214492,29.615172091223652,28.485433884187785,28.096972277756553,25.287674699712383,25.962511432701717,25.946718401313486,26.099404474983242,25.433962843037325,25.29389045370761,24.561916353284396,24.934138413744872,26.335959883621232,27.339188497314627,25.540707401468868,25.89017145518974,26.034131012480447,25.194095611841696,25.142482074691895,24.23586263469798,24.835295721294163,24.22661386866835,24.081620425177682,24.200809105542557,24.027555023268395,25.348988642266416,24.00868428770917
stock_002,99.59039172751741,92.8870234293961,87.9996709507616,85.12751330849461,82.82979983187292,83.65080224721865,78.41637372565656,72.05047825106674,68.32457693331567,66.23724122181272,66.03813800971413,66.85587666133686,62.87525243472343,65.42973415720074,62.55342061529956,62.28670817590931,62.43791502441138,58.02239466884905,57.703557052562864,58.8837420783872,61.85826026694324,59.507189147222086,57.587430158055575,57.14700859283989,55.1510072120391,54.823998502996595,52.58114834850373,49.090096202444016,49.0826778533559,45.20972795117653,44.89304682997235,44.43260627544178,43.00257210084461,42.62308663416902,42.890543417785445,44.47644535525058,45.39566280544835,47.06569510037252,46.54469720906156,46.98612088106014,45.65579439803357,45.15533559057516,42.894773202761115,42.01150639170196,41.86296516509563,41.66063867417469,41.25530478856783,40.59198086094226,39.950848439161945,39.0217159531024,37.81420510829328,36.58939150924315,34.38933966969587,33.17072360183509,31.796049059619605,31.00535075604779,30.496333528229048,29.14883133602246,29.579552672337172,29.917331601420695,29.474565968679094,27.508852765020766,29.206544440808567,28.590944743741428,27.52671777158394,29.031709938974277,27.62520159053383,27.261932499009976,27.20477366365004,27.029518601493596,26.728882538071513,25.9030123634545,25.985589514571526,26.154162748161397,26.19936083353228,28.090188661550226,27.950465493190357,27.618170624209846,28.00858119258347,26.458561769199786
stock_003,101.96377583577029,103.4454355634146,102.46371022500928,97.97903874780405,93.51128978898123,94.75065687283359,94.05400951695553,90.19255214573037,83.23060822989727,85.51921473931733,84.55993973467773,85.0444917685959,86.6815885423209,82.74791258514692,80.82951416606697,76.83865116282588,79.0916582413824,76.49029345589649,77.97020692383346,77.92738124842542,74.2751660251491,75.21824133339585,72.07485372048522,66.80403850194752,66.15185507080182,65.00065482831047,62.321795563673916,61.963008169738316,62.78195476379612,61.95339723293209,57.69038220819291,58.57890537530512,57.50718225980714,53.23532210372755,48.24362072018748,47.01850866823226,44.52248506982513,42.998768772066164,42.25561057953617,43.52988473431306,42.20062501362428,41.921804243925976,39.71258770322,37.88658004642337,36.82063844089697,37.71140075916061,36.11118828415438,34.725907092232184,33.29109304687685,31.821382679385533,29.249697435186075,29.705909794385946,28.434102311030767,28.547892403633714,28.355848029364,28.867746462524458,28.42151584924765,26.32775683345674,25.596320972999333,25.482298904135767,26.02169265876924,25.676129683807,25.396828358215277,25.593398144933527,23.15708868551273,22.740884493797477,21.944853411125223,20.960672983758858,21.006761519187947,21.69016377685463,20.730432305978553,19.90144660302565,19.854529946360834,19.761334467670558,19.27984694454502,19.851072858009875,19.876404505540567,18.997755187905668,18.646727056383398,17.786819371128267
stock_004,99.60091593172314,94.99463150899574,88.56190386570782,85.64174016696927,86.59375270581177,82.0607490393139,83.85061922692255,82.91905715528495,78.12310713635014,77.71533813006313,77.39867130015993,71.70541115583096,71.11822957246028,69.45473439980827,70.51308814587439,68.70515555589868,67.4912255723609,64.61004658285982,65.14953152035429,64.32563428771132,65.61388205473271,63.46294880249655,59.45894199578532,60.026562615632905,56.564760882316726,56.97050333617907,52.67137845482967,51.39386239428467,52.7529388427874,50.21972370840901,46.87266021871637,44.69909317702979,44.30968992345377,44.69060866976793,44.450851518657885,45.05553626917344,41.896958816599906,42.81979421615387,43.29295133304633,43.45697690726049,42.60211250124208,43.27784258443792,40.84556407868305,40.461068490798525,39.56437548188981,37.77215859839171,35.94330542690866,36.480340969432135,34.2040946021434,33.979521842926154,32.40852186137093,31.28506540643533,29.23670294816311,28.124001447692727,28.705062499067076,27.92020781519221,26.31055852563796,24.9572000143907,23.140806158604935,22.490719577518252,21.296573721327665,20.570679734587063,20.40139650971461,20.231599416025524,20.43111433648538,20.277546257058116,19.817846288814028,18.776331169936192,19.16664621568783,18.7258718627016,18.367920633349215,18.17270373518965,18.23528329325915,18.911323985502108,19.086783038848193,17.99225563510941,17.942058705890286,18.268140424283754,17.65755901000456,17.630546436380005
stock_005,99.81276092829356,97.46796252595861,97.75217295319406,96.73769925029315,95.48205091859228,93.28513589072655,88.33950069350912,87.0097357944573,83.52253635093406,80.40206529295732,73.57296260807468,72.67540664974355,71.02417130605517,68.75416327869466,65.5559148571539,61.74230203985685,61.36535956333085,63.904244517456675,63.558390974300615,65.91186452407713,67.05584691946208,65.48591856257038,62.90938281888414,63.15903658886544,59.455841685596994,59.5905382575246,59.32385354747303,58.18512629094616,58.32981969974917,56.77420446924671,54.16350695868108,52.61760264351113,50.21884524335743,48.83068915440016,49.08841932657406,48.849255858947025,46.450781176155694,47.3946301699032,44.813567738677314,44.4062770749285,44.2457441097626,42.05332642854548,40.54186356303485,37.44367818840449,37.33909332088529,36.64487125523572,35.34917482767136,34.82218597149943,33.573996503090534,33.387568351062335,31.393267949559192,29.839602636112136,29.329416044293698,29.921019254523344,29.905640848581015,30.55860994552853,31.874695865139895,31.022444545376963,31.15533102288501,29.989208053615716,30.002890922274844,29.358467888299664,28.126451109275454,28.371667101455355,28.81455600268594,29.54768248256684,28.54659307661434,27.611629184483533,28.182534430471193,28.83926092066468,29.523028549761808,30.21907474340169,30.78650553065868,30.65657410605192,29.95031317344372,29.17676407969041,27.695374838095816,28.861177111091692,28.02254288706728,26.66166951282542
stock_006,98.98776724226873,92.68524326829287,89.69042302738158,88.5234156129062,89.20584064556058,88.75165570010996,90.20941022230625,87.23541114196688,86.92483239106642,85.86749461379583,85.66455752359154,80.40218392129525,82.3001132188969,78.95313020324267,80.61791349112006,78.6098471117262,76.08443214120034,72.68660499326535,73.58969936865472,75.84393062992233,72.93789318994169,68.04119385458691,64.54928967785962,62.19483698045065,61.69815945218122,59.9601359529438,58.60215639569659,59.250128276814095,57.28513761911066,58.257652862821516,55.906072929566065,54.58339174443134,55.86925314535516,53.6973651267786,50.808299646759444,47.29858478325665,43.616212167967305,42.39215367175656,41.83244384561388,43.30283839756373,42.89772578686668,41.8955446846096,39.691949257367476,40.6798821986436,40.328573363179224,39.1703591681158,36.893686498910654,33.97436323220474,33.291133474014885,31.090788656938336,30.599392943252873,29.305169528654364,27.592757506261176,28.8463033087276,29.76467130075546,31.40637680757378,32.1677340896814,29.40287125352302,29.7738393188302,28.739427527333913,28.398489397033337,28.3702123807526,26.853066339890955,25.841153384424572,24.46046571267045,23.50570529069948,21.97325261337315,20.841169947226966,21.180177641547008,22.017223990924204,22.173139489385232,21.845709348670834,22.62138786386099,23.421224083730994,23.2783187835396,21.285797744776126,20.558843237833294,19.972358546050106,18.304969481758018,16.621050972775965
stock_007,98.17531229609536,89.74965511461426,89.45445840168372,89.72513188805172,89.01065660751253,87.78682584124822,87.56443689551101,84.05603000573493,80.6471005843156,80.59364314917516,77.18312272455005,72.21152092701888,72.70002738592734,71.76043852315028,72.65991535296027,71.61585586655895,68.44283737003553,69.13330834191926,69.53600936856878,71.9137605196798,71.968427822703,71.79523222552176,71.18147968879194,69.59678138024654,67.99006894740968,67.83013917868945,65.93569646877316,63.40190084338199,59.450540993675695,56.34830234442364,52.51688299321251,47.719474379177775,47.55092167062123,46.11403018703802,44.05241440206998,42.8264566745903,41.10163451503195,39.30801335000145,37.2685298006793,38.049745223489175,38.58318072829445,36.48193110819336,34.9923187791717,35.17455290887157,35.029906322068996,35.03386032025407,32.5225692444988,30.114991128978062,28.12766585787141,27.438252553719295,25.738398752110378,25.002315672539293,24.50562142852005,24.702131151977,24.66191954981859,24.879861165628256,26.19784404564531,25.408610999926825,24.668613513537284,24.186582986849807,23.849005108090893,24.27208355669012,23.36005152351048,23.49968132050024,23.085442674536484,22.45178764028173,20.849383640597736,19.620429040658635,20.010160458323238,19.243509545380824,19.577543449589328,18.287186509656312,18.64518030974595,18.932340905021697,19.42958400416462,18.547848252015772,18.56988317121532,17.39843749093452,16.445940760249087,15.415592367277915
stock_008,102.69892153396916,97.34309659487197,93.8410417469425,95.51273155040988,91.90121347553453,89.66249015441655,91.70819113395682,89.13255900292032,80.21930310262829,80.56704088240379,78.77744901059027,73.17396144740565,74.9110062883585,78.1101229986514,79.9342511629904,82.11904653540827,75.4894414069998,74.46576977370222,76.20239336126177,79.57730760240094,79.02728832898028,71.12455949608226,71.43168445788676,67.69205591845504,67.18213323065376,68.56928442325204,65.38679992973371,63.095074427023484,62.2268488755537,60.84598829671479,59.38836843037474,57.67367195177823,56.61807212050295,51.952414751994006,50.38211424337815,48.270592109898935,43.44353289890904,41.81991388437604,41.27396949585432,40.60315558062741,40.87700465885958,41.343678806868176,39.685518091158066,37.45956252377896,37.58652018064602,37.82190836143915,37.07189719759963,35.71468286572392,36.09007879389677,35.59444631247321,35.10844181144298,35.522271612544735,34.40106260230148,34.1041270637773,33.658960546030265,35.678359287886146,37.94066640243952,35.38617072461357,32.98676638023361,31.33298139915498,29.775441298696812,29.61467539673678,28.894956648612013,28.239036920399712,26.759763657669172,26.283725645608737,25.35459384893782,23.038473261711026,22.980249539913476,23.38990036138074,23.107637471497167,22.895916776929308,24.57620397057287,24.848432295542253,24.88584213475751,23.126892846400224,22.96635447798354,21.93027608465807,20.93296550359987,19.750961894305206
stock_009,96.85676786849005,95.95119424592649,96.99367594599607,94.34463956744526,90.58013279903192,89.34477564317667,86.71187387846504,81.83257513331355,78.78535209304658,72.87725237188955,73.53001988725259,75.29947889361107,77.67114386391069,77.8537937797777,73.76487714063826,75.71441541411771,77.85295655349083,79.73090432963497,82.41054573210158,81.8714717231697,80.83585571994658,84.6309211050512,78.04229770379439,74.90513434058573,70.50305867288286,69.1456306882621,67.26667232521461,63.43074395319185,63.54348025418821,59.446236340511646,58.27345603735593,56.91875075484496,55.657329111199424,53.036702024990106,52.96584967901589,54.269299454827035,54.57696831059848,55.4870354070166,54.432311522983895,53.60450238482902,51.82566897849862,51.8150403909388,49.75212852859362,49.36802171344782,48.19937093110306,46.01601599451437,44.95727122052616,44.74558997312709,44.729540151002546,43.05463478737697,42.03214642138637,38.30406386320162,37.31892718403352,36.30533908392652,35.70255942293229,34.60738009123853,32.882023916989816,30.51129696765674,29.688640547919636,30.67493134130109,30.816594540411906,30.393536338306475,31.086499632163154,30.3814639144572,29.2890942108066,30.028756714907146,30.92112984623746,30.089585582667155,30.410450294587495,28.929545865372152,29.36019878949771,27.824326166082784,27.337015955634225,27.340729547750556,27.58467787684479,25.903010708312948,24.429613284420885,24.39944386486472,25.71037671876061,26.320876264730707
