t,market_index,price_std,MKT,SMB,HML
t_0,98.07111042190806,3.058860083525649,-0.01763448140936313,-0.008221148534464122,0.008012078989774588
t_1,97.37233265319283,4.400609252519961,-0.009764988424965352,0.006836743000137138,0.003965611515170594
t_2,99.22158488058557,5.422261463440008,0.015016248927267554,0.011704546321034227,0.0038573004017299914
t_3,100.16140921280778,6.618216615309534,0.011747313438645258,-0.0027320083214393996,0.010688962078946726
t_4,99.09648428956521,7.526527731261526,-0.007813660884081267,-0.011987329528880548,0.003017702666486706
t_5,96.50416878585405,8.059415461025791,-0.030080551580130937,0.014828441357863311,-0.007652599957984409
t_6,96.28655623865207,9.107955346486936,-0.015580839246142172,0.03651288200513194,0.008582549132637856
t_7,96.7812962907634,10.60114302293663,-0.0037322780945771494,0.03459286801984468,0.021120497278262974
t_8,98.14343187725585,11.268545009073781,0.011582973528465507,0.012181388969386952,0.003995060262164237
t_9,98.17215696900284,12.447142644662405,-0.0059697181270088155,0.02031279283408475,0.0039678825986855515
t_10,94.81806418163788,13.40185759943122,-0.042400344862635664,0.018871485484920722,0.009033732653966026
t_11,91.83124539403926,13.533632744655359,-0.03911524099934218,0.0111296555612726,-0.005994769235845015
t_12,89.03010485594952,13.96776788521743,-0.03535338763002038,0.007379495324275427,0.00505131056711474
t_13,87.96919206114119,13.863723976079365,-0.003346139972094469,-0.022099229904044074,0.0038556464258686566
t_14,88.62526592561038,14.168489784650651,0.010381125694457994,-0.002630933437076634,0.008572413202373935
t_15,86.80024630973696,13.595862635452887,-0.006713243695971689,-0.03523867664947147,0.00833156855262975
t_16,82.23206871684097,12.695004617855359,-0.046935137177006495,-0.027568752741579217,-0.0024987207449967807
t_17,80.2393891582562,12.357163935199159,-0.02448021420192524,-0.0005986966670095545,-0.008369827500844562
t_18,77.59465031513695,11.932063288103064,-0.03052390741066703,-0.01025649565302774,-0.011573506598871422
t_19,77.2361029093363,12.477544548328298,-0.004257362417267204,0.00012857043859344774,0.010087830836424186
t_20,75.77479915980857,12.022081047260194,0.00326232699656942,-0.07180388547935203,0.008224519814846157
t_21,74.4566845250857,12.22128367377448,-0.019743503646308717,0.001187700862576982,0.00796400662153329
t_22,74.03651157970198,12.344730300777966,-0.008921875098135508,0.014957294580970601,0.0024915962960083884
t_23,74.35050503964158,12.51570189322887,0.007818617783968565,-0.007479155935660556,0.007744011185615963
t_24,73.82348160920495,12.456403206578932,-0.010315147700506117,0.010516344287626125,-0.007798387319670755
t_25,73.65320972636795,12.753100843884576,-0.004248139916518206,0.00924892958775352,0.019589663980728443
t_26,73.73272173193871,12.772235812465452,0.005883116202898381,-0.012494577774566655,0.005671567160732431
t_27,74.5928829021348,13.19964015390343,0.0038590324815004243,0.021353708275690428,0.0014210006819463756
t_28,71.16116830691399,13.029297164829854,-0.04350387286681354,-0.011637124146615795,0.010254777519767536
t_29,70.71744770164088,13.41217247626384,-0.004780408452837608,-0.010319596183485017,0.011119611924416212
t_30,70.19153528929189,13.38399636026519,-0.0050722622866208825,-0.005389495205138461,0.0017480808301108628
t_31,68.8368561381343,13.188238959875113,-0.01938615017603211,-0.005985780421412869,-0.006413111801102713
t_32,69.18206873672511,13.87719547489126,0.004344794983715459,0.00852216906203878,0.01869453646626029
t_33,68.9973878155706,14.34914019330027,-0.004697415636185534,0.001547455013829422,0.01235625848539813
t_34,66.86312222972903,13.88361622706861,-0.022610017064989597,-0.02397784846159782,0.0024096729741760903
t_35,64.19131570213514,13.88035341224276,-0.030033191078865273,-0.03977829971494741,0.016017012401079098
t_36,61.41960014953177,13.301771600497679,-0.042221561676512795,-0.01112470876914419,-0.005633844819654435
t_37,58.67802403103472,13.569418873988944,-0.031041006546222247,-0.05852540962215115,-0.0017112279308004637
t_38,57.95350250189244,14.035350442316926,0.00033094302260975456,-0.050136424302623606,-0.007402353146999783
t_39,58.349296290823936,14.544808632797519,0.015623701619992925,-0.026148721721699214,-0.0008612524573412099
t_40,58.32497965638985,15.075116104239443,0.001752709054568325,-0.014643082262028841,0.0070166727407432895
t_41,56.47363099838289,15.305645780520727,-0.023417734184556054,-0.032997252930219365,0.009673348596785513
t_42,57.10631482276393,15.421413087868585,0.010522065490957275,0.009409335032343001,0.0014176928744886142
t_43,57.93921212113701,15.343541572395013,0.00912990473147026,0.032609066867839265,0.004831263164922847
t_44,56.678565548557366,15.04980717033248,-0.028216576396063748,0.019902327598632925,0.006406061360211735
t_45,55.91365234165946,14.932120883641486,-0.01757840115561985,0.018131738161550566,0.016392357776088495
t_46,55.455812058143145,15.157599489478148,-0.0031452667350439795,-0.019191969741565784,0.007389389056434966
t_47,55.46754005074579,15.380544954363621,0.0004350099602942227,-0.0002928676023086895,0.009223446664835402
t_48,54.52199628441681,15.281261405664118,-0.020843246044553093,0.009170632997190089,0.007723361134167554
t_49,54.64376854890426,16.186173239534927,0.013747419647960668,-0.03681085685369641,0.02327882477182073
t_50,55.328622892953405,16.60768479323233,0.012324684638894983,-0.004908833189231819,-0.0019510583822241832
t_51,56.046599813581494,17.262210418132938,0.015484186205227271,-0.0013704632625097272,0.01613574821883162
t_52,56.95238671972431,17.367244450781804,0.008558882020274827,0.01787434863108442,-0.008534181878875672
t_53,56.74813563210723,17.040744903614968,-0.009801991625952503,0.02392204199836841,-0.0007511307620355718
t_54,57.38557212070612,17.01512562879214,0.0038507656399260903,0.024694166874408646,-0.008536715675590627
t_55,60.15868579040747,17.520563405224117,0.05038555647728148,0.0038190703799066356,-0.004908640348716391
t_56,63.71720682341908,19.195077582178392,0.06583432660427202,-0.009021166344628068,0.032401664505659296
t_57,66.87311815000463,20.5356158077107,0.04785634266586002,0.017721963260144347,0.01886822065790496
t_58,65.96409768751666,20.405435823278285,-0.012726799778396941,-0.002753109450549976,0.006420698871733086
t_59,64.44425594291386,20.106425918724558,-0.017070189195223892,-0.02199142531994312,0.0017485318440931914
