t,market_index,MKT,SMB,HML
t_0,98.80897768404824,-0.010815777155074868,0.0005749568936537293,-0.004914229532514116
t_1,94.65196200087294,-0.036476289240845075,-0.01897898984001136,-0.006125686586458465
t_2,92.13030123666204,-0.020763568110340754,-0.017262665814781968,0.0017988725714502278
t_3,89.13147649272845,-0.02463802127659368,-0.026114484453508502,0.018593184267524866
t_4,86.49336564499455,-0.026218081808602488,-0.004519752967709923,-0.002463579533427152
t_5,84.00563078882568,-0.01981895167261069,-0.030904523916417882,-0.002187568831343403
t_6,82.24094944384309,-0.022520212758379232,0.0023837417921611787,0.0057918833801876325
t_7,79.70328617104923,-0.026592816476578247,-0.020415318086979193,-0.004883459562333322
t_8,77.06423074137842,-0.02903708412290641,-0.020530732575572565,2.6478415110432925e-06
t_9,73.5562414433482,-0.038636847296789706,-0.031602993322727396,0.004229749650363775
t_10,70.70852943612245,-0.03209186125203159,-0.02698429552845569,0.005499553440267629
t_11,69.93457965619304,-0.01305924301750365,0.007019706095173911,-0.0012309217901474879
t_12,69.2723017942638,-0.012534416163747321,0.012774092513502727,0.01485222645287853
t_13,70.09780868666788,0.010093478342711355,0.004346006409575528,-0.008397401473495696
t_14,70.30025458484884,0.0029510257077260205,0.0020117539554779964,0.004978440191154206
t_15,69.21648356927952,-0.007656606666315646,-0.022678905340501206,-0.0017298130507883446
t_16,69.10641401673567,0.002727597231440275,-0.020554477829795265,-0.001373256362895855
t_17,69.14862517713934,-0.005409314221179925,0.020279881574384036,-0.0063089003943428024
t_18,67.85551746488531,-0.018121167156695865,-0.0017991907902210743,0.005438545454750993
t_19,66.78672243109258,-0.012721222789495047,-0.0006823026891485525,0.008118508011776505
