stock_id,t,state,characteristic_1,characteristic_2,characteristic_3,mu,alpha,epsilon_variance,beta_mkt,beta_smb,beta_hml,MKT,SMB,HML,epsilon,raw_return,return,price
stock_000,t_0,-1,-0.8659644327305178,-0.8304047497277934,-0.8424107439016884,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.8268071134538965,-0.015202374863896695,-0.4212053719508442,0.466%,-0.265%,0.929%,2.610%,2.628%,2.628%,102.62841154652416
stock_000,t_1,-1,-1.1828074637121584,-1.0758334079390628,-1.0905658349876537,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7634385072575683,-0.13791670396953137,-0.5452829174938268,-0.316%,-2.042%,0.743%,0.521%,0.177%,0.177%,102.81021299502028
stock_000,t_2,-1,-1.3357035356091622,-1.1970059884834994,-1.245452059815494,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7328592928781675,-0.19850299424174966,-0.622726029907747,-0.463%,-0.606%,-0.508%,0.941%,1.058%,1.058%,103.89829527412374
stock_000,t_3,-1,-1.4074724843616417,-1.3239991483449411,-1.342196674958672,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7185055031276717,-0.26199957417247055,-0.671098337479336,-3.673%,-1.884%,-0.362%,2.772%,0.889%,0.889%,104.82200917779492
stock_000,t_4,-1,-1.456979821284755,-1.498028795615552,-1.441608111704575,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.708604035743049,-0.349014397807776,-0.7208040558522875,-1.644%,-2.140%,-0.157%,-2.778%,-3.063%,-3.063%,101.61159228737284
stock_000,t_5,-1,-1.5552592430926584,-1.5620513880447096,-1.5035538076815749,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6889481513814684,-0.38102569402235476,-0.7517769038407874,-2.966%,-0.464%,0.475%,6.246%,4.042%,4.042%,105.71876506605298
stock_000,t_6,-1,-1.5012220293361644,-1.6172832691706558,-1.4692132737175347,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6997555941327671,-0.4086416345853279,-0.7346066368587674,-3.797%,-1.775%,0.467%,-1.281%,-3.536%,-3.536%,101.98018287958732
stock_000,t_7,-1,-1.6567665053654552,-1.621327226760073,-1.4952234440100973,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6686466989269089,-0.41066361338003643,-0.7476117220050487,-8.042%,-3.994%,-0.721%,-0.877%,-4.055%,-4.055%,97.84444021034372
stock_000,t_8,-1,-1.6217248886059892,-1.5611891026064761,-1.4742944044945678,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6756550222788021,-0.38059455130323805,-0.7371472022472839,-5.064%,-2.525%,0.727%,-3.030%,-6.006%,-6.006%,91.96834958163764
stock_000,t_9,-1,-1.6550446819287994,-1.5925140242540836,-1.45681281004604,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6689910636142401,-0.3962570121270418,-0.72840640502302,-6.073%,-0.529%,-0.636%,-2.955%,-6.325%,-6.325%,86.1509940421177
stock_001,t_0,-1,-0.9164782594928969,-0.9515411794002753,-0.9429972328402089,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.8167043481014207,-0.07577058970013761,-0.47149861642010443,0.466%,-0.265%,0.929%,2.435%,2.418%,2.418%,102.41803593952412
stock_001,t_1,-1,-1.2308780058304796,-1.1386721219669533,-1.154402657181902,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7538243988339041,-0.16933606098347664,-0.577201328590951,-0.316%,-2.042%,0.743%,5.675%,5.375%,5.375%,107.92275148145119
stock_001,t_2,-1,-1.3386415825457456,-1.3157720380587117,-1.2908493457036334,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7322716834908509,-0.2578860190293558,-0.6454246728518167,-0.463%,-0.606%,-0.508%,-1.418%,-1.253%,-1.253%,106.57075761708543
stock_001,t_3,-1,-1.4125816050166944,-1.423812617121377,-1.361645560453917,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7174836789966611,-0.31190630856068846,-0.6808227802269585,-3.673%,-1.884%,-0.362%,0.868%,-0.913%,-0.913%,105.59757214793122
stock_001,t_4,-1,-1.5378935997248506,-1.4972614319227993,-1.4579738879349458,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6924212800550298,-0.3486307159613996,-0.7289869439674729,-1.644%,-2.140%,-0.157%,0.550%,0.293%,0.293%,105.90673975062553
stock_001,t_5,-1,-1.6513812185564953,-1.4940015819026846,-1.5258471675698784,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6697237562887008,-0.3470007909513423,-0.7629235837849392,-2.966%,-0.464%,0.475%,2.501%,0.333%,0.333%,106.25947081320335
stock_001,t_6,-1,-1.6526481449380608,-1.4922562287023904,-1.5150087883586243,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6694703710123878,-0.34612811435119517,-0.7575043941793121,-3.797%,-1.775%,0.467%,5.547%,3.285%,3.285%,109.75039260512119
stock_001,t_7,-1,-1.6142981876713725,-1.5258756777271194,-1.560153611155755,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6771403624657255,-0.3629378388635597,-0.7800768055778775,-8.042%,-3.994%,-0.721%,3.802%,0.389%,0.389%,110.17722127677376
stock_001,t_8,-1,-1.634076914640776,-1.6430592565601094,-1.6509265955966261,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6731846170718447,-0.4215296282800547,-0.8254632977983131,-5.064%,-2.525%,0.727%,-0.597%,-3.521%,-3.521%,106.29818357491078
stock_001,t_9,-1,-1.7215119712577687,-1.6778233264201603,-1.599115833534401,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6556976057484463,-0.4389116632100801,-0.7995579167672004,-6.073%,-0.529%,-0.636%,1.322%,-1.900%,-1.900%,104.2790278027432
stock_002,t_0,-1,-0.9593287433216036,-0.8976897532423633,-0.7970463021328361,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.8081342513356793,-0.04884487662118164,-0.39852315106641806,0.466%,-0.265%,0.929%,1.570%,1.610%,1.610%,101.60974840019547
stock_002,t_1,-1,-1.2249395214227279,-1.089247405499511,-1.124097157186936,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7550120957154545,-0.14462370274975545,-0.562048578593468,-0.316%,-2.042%,0.743%,-0.050%,-0.391%,-0.391%,101.21290927915483
stock_002,t_2,-1,-1.388536942396831,-1.315012136869317,-1.3010051367255424,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7222926115206338,-0.2575060684346585,-0.6505025683627712,-0.463%,-0.606%,-0.508%,-2.740%,-2.568%,-2.568%,98.61425829451196
stock_002,t_3,-1,-1.4321305243104965,-1.508397114356597,-1.3695879202588512,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7135738951379007,-0.3541985571782985,-0.6847939601294256,-3.673%,-1.884%,-0.362%,-1.997%,-3.683%,-3.683%,94.98237065340581
stock_002,t_4,-1,-1.496620704661886,-1.5661071216735958,-1.5269956194315606,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7006758590676228,-0.38305356083679787,-0.7634978097157803,-1.644%,-2.140%,-0.157%,2.870%,2.678%,2.678%,97.52624486918123
stock_002,t_5,-1,-1.548475687567394,-1.5997391916316654,-1.5285865799492324,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6903048624865211,-0.3998695958158327,-0.7642932899746162,-2.966%,-0.464%,0.475%,3.128%,0.924%,0.924%,98.42694163832088
stock_002,t_6,-1,-1.5851980681873996,-1.4937237410813278,-1.5579426146153827,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.68296038636252,-0.34686187054066386,-0.7789713073076914,-3.797%,-1.775%,0.467%,-0.519%,-2.840%,-2.840%,95.63125503416391
stock_002,t_7,-1,-1.6717885938791217,-1.5101638936054844,-1.549462898461693,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6656422812241756,-0.3550819468027422,-0.7747314492308465,-8.042%,-3.994%,-0.721%,0.653%,-2.704%,-2.704%,93.04572164486056
stock_002,t_8,-1,-1.5851113315070031,-1.4814998560886903,-1.5357386204511299,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6829777336985994,-0.3407499280443451,-0.7678693102255649,-5.064%,-2.525%,0.727%,2.993%,-0.143%,-0.143%,92.91299354599296
stock_002,t_9,-1,-1.5225241920063786,-1.5843006897170198,-1.5866151952582193,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.6954951615987243,-0.39215034485850986,-0.7933075976291096,-6.073%,-0.529%,-0.636%,-4.261%,-7.753%,-7.753%,85.70989286113274
stock_003,t_0,-1,-0.9605945564843315,-0.8983885881893461,-0.13260116885337853,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.8078810887031337,-0.04919429409467302,-0.06630058442668926,0.466%,-0.265%,0.929%,-1.116%,-0.768%,-0.768%,99.23224693749656
stock_003,t_1,-1,-1.1662774049059514,-1.1472859441490015,-0.22443913742485552,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.7667445190188097,-0.17364297207450075,-0.11221956871242776,-0.316%,-2.042%,0.743%,5.045%,5.094%,5.094%,104.2870625263389
stock_003,t_2,-1,-1.399015058061321,-1.2769250328498396,-0.14559784525249322,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.7201969883877357,-0.23846251642491978,-0.07279892262624661,-0.463%,-0.606%,-0.508%,0.748%,0.616%,0.616%,104.92976145500799
stock_003,t_3,-1,-1.3695559342383516,-1.2051695233919562,-0.11977403341756082,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.7260888131523296,-0.20258476169597806,-0.05988701670878041,-3.673%,-1.884%,-0.362%,-2.823%,-5.067%,-5.067%,99.61328205144129
stock_003,t_4,-1,-1.5295836444568405,-1.4612829670486502,-0.1117904339807844,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.6940832711086319,-0.3306414835243251,-0.0558952169903922,-1.644%,-2.140%,-0.157%,0.293%,-0.112%,-0.112%,99.50218085360044
stock_003,t_5,-1,-1.623005834615566,-1.5247553641924039,-0.15938959003109837,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.6753988330768868,-0.3623776820962019,-0.07969479501554919,-2.966%,-0.464%,0.475%,2.554%,0.701%,0.701%,100.19948878172897
stock_003,t_6,-1,-1.6434012456851013,-1.477132172877804,-0.14418031947349325,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.6713197508629798,-0.33856608643890196,-0.07209015973674662,-3.797%,-1.775%,0.467%,-6.366%,-8.328%,-8.328%,91.85443845739633
stock_003,t_7,-1,-1.6577288999176372,-1.5722751375401214,-0.24419818434003204,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.6684542200164725,-0.38613756877006067,-0.12209909217001602,-8.042%,-3.994%,-0.721%,0.441%,-3.285%,-3.285%,88.83725329119595
stock_003,t_8,-1,-1.6867022594908643,-1.575205792450178,-0.10265302500622785,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.6626595481018271,-0.38760289622508903,-0.05132651250311392,-5.064%,-2.525%,0.727%,-0.931%,-3.325%,-3.325%,85.88336986383341
stock_003,t_9,-1,-1.6685399973806887,-1.5149193944312325,-0.1466822021663972,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.6662920005238622,-0.3574596972156162,-0.0733411010831986,-6.073%,-0.529%,-0.636%,-4.105%,-7.896%,-7.896%,79.10199892171956
stock_004,t_0,-1,-0.9760966259850214,-0.9329070057339424,-0.0935135638721452,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.8047806748029958,-0.06645350286697116,-0.0467567819360726,0.466%,-0.265%,0.929%,0.205%,0.574%,0.574%,100.57421985259462
stock_004,t_1,-1,-1.0867546229441543,-1.2056727544805257,-0.060474464292713685,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.7826490754111691,-0.20283637724026282,-0.030237232146356843,-0.316%,-2.042%,0.743%,-0.341%,-0.176%,-0.176%,100.39672707513556
