stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9
stock_000,104.44541115180695,114.07179846345996,118.31792550029347,118.43638630687354,127.48041537345864,134.50603582987176,134.60408831397226,127.37855360350355,125.47347898993159,124.68829600273978
stock_001,102.43572961247413,106.11547083046551,108.76276070392353,109.83875391221088,115.15493562343345,117.50116573287531,114.24341313782783,109.49926744425963,109.62247593895766,106.84528555904282
stock_002,103.05998015599901,102.76001469567811,106.924027751492,106.57795952607708,113.6668593422421,115.74480456163806,118.65102093570991,110.82095718022116,108.54313035999674,107.85644249694064
stock_003,104.87532431123915,108.31546390950903,112.03323743864078,110.02066958613995,113.30559494862717,113.44111394876055,115.2411066022763,106.31459975026937,109.22812606261634,104.5860746177664
stock_004,103.74389851011922,105.11313066193942,110.10692951530481,110.56074026306077,109.59256179847618,112.80001289811516,117.33392977971934,109.0453593617412,107.11115412521183,108.24578638406221
stock_005,104.95961508932731,108.24472680378578,110.5442059817865,112.8791923759975,116.99442790689307,117.92057593949727,118.80093887706653,109.98343259638507,108.71721750932181,108.56928013080564
stock_006,100.17408108438903,104.25383356246125,106.0992070464932,104.25279772926662,111.98918365478448,117.41803141868594,119.06130013253478,109.75072520761651,107.48317950378888,106.67538812859276
stock_007,104.17667624105414,107.99423609518583,114.21813769266336,114.61126630008225,116.71160286649473,119.58091596587033,123.58596178074724,113.71380703027964,112.38422732539581,109.6315712408196
stock_008,103.88048791081337,108.02012377482761,118.766730240145,121.2690243258093,123.46107855808857,128.4331005179915,126.83033442733091,116.98623993216283,116.9268249009133,114.22658273247272
stock_009,105.04320182355413,106.92233369028278,111.34149348512847,109.41981183220348,113.64991315670176,118.9607962721931,121.63381337943447,119.01056444098744,122.39643654869765,119.02342132409042
stock_010,103.343321654534,104.32861324486912,107.66234642820204,106.48011492011496,107.7971293740832,108.6333508854981,109.73462776974911,99.48485555191758,100.56059686365022,97.88284125990786
stock_011,108.51448071765282,110.19918215870032,116.08172702748577,113.5417671905074,122.4124528319705,128.38017310981107,130.84927878825127,119.26817498085386,120.07486284590331,116.29088308736151
stock_012,106.82604865102363,110.46099298660087,117.1916278355268,111.83011446544414,114.22363200062291,118.75429621807434,123.1342984293941,116.9705190050055,111.17945346397698,111.31867913173039
stock_013,106.23065559295435,104.8053299872447,110.1726181100605,110.9032734740285,114.8329073533454,114.72070302123599,116.39367566532596,107.82067104764599,107.0426145380209,104.94178571455565
stock_014,102.32302255605113,104.7883354060899,110.56376825737102,110.7235286423376,115.38147954979225,119.05084840325156,116.0503183552827,109.6541334796996,107.03072491782336,106.29728175883857
stock_015,105.40401790134557,105.69122207570474,107.19713923533605,107.91786939796513,112.97828358334824,116.63958974016965,117.65741534676997,112.06674263129202,114.18266412724395,114.02371112591766
stock_016,103.02091877904633,102.44915940956768,109.52343507418976,113.10234517010572,119.12545261397914,120.46689478841265,124.53625205724602,119.04351286054518,124.56793810601097,121.22264749205637
stock_017,102.98107764036517,109.29700179535014,116.68762417654318,114.5271679547263,120.16414859807324,123.63018343966452,124.56591816988522,117.29869214891362,115.90185361859295,118.14004418762826
