stock_id,t,state,firm_size,book_to_price,alpha,beta_mkt,beta_smb,beta_hml,MKT,SMB,HML,epsilon,raw_return,return,price
stock_000,t_0,0,1.360303009097654,1.3138690418527013,0.014569312330036648,1.0174205118129904,-0.1890877227259155,-0.23733780636489876,0.03677493586637572,-0.01939650708179433,0.007219858035633242,-0.02438823285930978,0.029550749626275165,0.029550749626275165,102.95507496262752
stock_000,t_1,0,1.5516875887085575,0.9735426938718671,0.014569312330036648,1.0123758851946678,-0.2828122911609081,-0.48736254162783577,0.028141286046694865,-0.03833694047478696,-0.004848022064030657,-0.01246071780539056,0.04380305622345282,0.04380305622345282,107.4648218997053
stock_000,t_2,0,1.4961500437287476,1.075665589663635,0.014569312330036648,1.0142750438287569,-0.25686136184672603,-0.4041683542855159,0.04663203775421203,-0.008354754843248241,-0.020507779003152822,-0.018362903971794242,0.05393872949190767,0.05393872949190767,113.26133785804953
stock_000,t_3,0,1.459557566247205,1.410933389581978,0.014569312330036648,1.021671544503528,-0.23923094732056935,-0.1778942791858451,-0.002680841741897172,-0.008251509233456192,-0.011838986304358954,-0.004223726592491558,0.011686750320180657,0.011686750320180657,114.58499483452619
stock_000,t_4,0,1.4422895067314796,1.5046904976261266,0.014569312330036648,1.023244570415304,-0.230757031780964,-0.12423825215304224,0.03035205976090399,-0.022019639970113847,-0.018953884281215756,0.03197940692362931,0.08504228381993001,0.08504228381993001,124.32956448674918
stock_000,t_5,0,1.3567337499970324,1.3779543881982836,0.014569312330036648,1.0187704068633576,-0.18721707159616197,-0.197619539916635,0.029018446206091692,-0.00657714054463508,0.011789596252289439,0.0047114570233603385,0.047745402006382116,0.047745402006382116,130.26572952444744
stock_000,t_6,0,1.5979874044607216,0.7843682097925689,0.014569312330036648,1.0067760475513232,-0.3037464152568533,-0.6675591790903734,0.00861349934033309,-0.019092786530038056,0.003918662229358516,-0.004759045111160649,0.021665558565122846,0.021665558565122846,133.0880093164878
stock_000,t_7,0,1.2534814064024975,0.8183981561181951,0.014569312330036648,1.0007655546334537,-0.13085846127502987,-0.6321388686947256,-0.0710774633182835,-0.015411980856126993,-0.014797925293029965,-0.031069612584774347,-0.07626104540060062,-0.07626104540060062,122.93857859572758
stock_000,t_8,0,0.9808373787588465,0.8845064101657873,0.014569312330036648,0.9957377763329436,0.043776206080974364,-0.5673530821695427,-0.010740255777159327,-0.030313515578389016,0.011300181379832871,-0.05024048834113071,-0.05410385785581118,-0.05410385785581118,116.28712721438886
stock_000,t_9,0,1.8086626896625202,0.7672245028565688,0.014569312330036648,1.0098283572644076,-0.3919224614150756,-0.6859898321227437,-0.010362331347963792,0.011368619268523405,-0.002205243123954651,-0.014589237272199925,-0.01342694387092609,-0.01342694387092609,114.72574648437002
stock_001,t_0,0,1.4976503162603059,0.6282224650804656,0.002072047166379982,0.9981710947786683,-0.25757496596419704,-0.8526940168582744,0.03677493586637572,-0.01939650708179433,0.007219858035633242,-0.0016134765245496147,0.03600597353785282,0.03600597353785282,103.60059735378529
stock_001,t_1,0,1.1852264137167172,0.8865998732468428,0.002072047166379982,1.0014871696938161,-0.09099288180785328,-0.5653814906969511,0.028141286046694865,-0.03833694047478696,-0.004848022064030657,0.053037897407396485,0.08952245212321536,0.08952245212321536,112.87517687032604
stock_001,t_2,0,1.4385582812692865,1.2204324938766864,0.002072047166379982,1.016885401527917,-0.22891268996905142,-0.2988627805494557,0.04663203775421203,-0.008354754843248241,-0.020507779003152822,0.003908235644186575,0.06144124250729935,0.06144124250729935,119.81036798547007
stock_001,t_3,0,1.7206021426431537,1.0253406131702685,0.002072047166379982,1.0170309752624134,-0.3563841104947997,-0.44412926432381417,-0.002680841741897172,-0.008251509233456192,-0.011838986304358954,0.029482185330691725,0.037026480461885405,0.037026480461885405,124.24652423481537
stock_001,t_4,0,1.2234169767649803,1.3615911140295038,0.002072047166379982,1.0153090509139007,-0.11357319404012972,-0.20758260345517648,0.03035205976090399,-0.022019639970113847,-0.018953884281215756,-0.014978867956174561,0.02434523768703329,0.02434523768703329,127.27133539909968
stock_001,t_5,0,1.1151063100825822,0.8156160038534406,0.002072047166379982,0.9971541438232722,-0.04757221896157292,-0.6349788896539774,0.029018446206091692,-0.00657714054463508,0.011789596252289439,-0.03554831299251074,-0.011713657512030733,-0.011713657512030733,125.78052256513584
