stock_id,t,state,firm_size,book_to_price,alpha,beta_mkt,beta_smb,beta_hml,MKT,SMB,HML,epsilon,raw_return,return,price
stock_000,t_0,1,1.4735986578748201,1.3538823111982792,0.014569312330036648,1.0207205118129903,-0.2460477227259155,-0.21231780636489878,0.03958774320114561,-0.002561232824477221,-0.0036572104077054962,-0.02438823285930978,0.03199577736753383,0.03199577736753383,103.19957773675338
stock_000,t_1,1,1.7565349772505277,1.016826396503925,0.014569312330036648,1.0174008851946679,-0.37110029116090815,-0.45108354162783576,0.03777544010215095,-0.014626391303597478,-0.01587993971663186,-0.01246071780539056,0.05313239824280584,0.05313239824280584,108.68281879955195
stock_000,t_2,1,1.7351522663500483,1.130335649030912,0.014569312330036648,1.0202082938287569,-0.36237976184672605,-0.3628228042855159,0.05220636993541877,0.018009083246084977,-0.031094148006552653,-0.018362903971794242,0.05422331863586108,0.05422331863586108,114.57596191356362
stock_000,t_3,1,1.7153949625708647,1.4867019552627008,0.014569312330036648,1.028086107003528,-0.3542260673205694,-0.1342687816858451,0.010642488929142345,0.013048900107006364,-0.022141261236428296,-0.004223726592491558,0.019637600352974627,0.019637600352974627,116.82595886367982
stock_000,t_4,1,1.7075545960448122,1.587445570875484,0.014569312330036648,1.0299156535403038,-0.35096434778096397,-0.07958677827804223,0.04155243587132007,0.006728264710226221,-0.029197280482334893,0.03197940692362931,0.08930655985261532,0.08930655985261532,127.2592833512782
stock_000,t_5,1,1.6127437672267446,1.4545442101474317,0.014569312330036648,1.0255788857696075,-0.31029109539616195,-0.15250637667288502,0.04002172671227652,0.01980342166422059,-0.0011758410895881775,0.0047114570233603385,0.054360705104882376,0.054360705104882376,134.1771877253957
stock_000,t_6,1,1.9037320406234235,0.828171451756271,0.014569312330036648,1.0136584333841356,-0.4283971283468533,-0.622238255630686,0.02421458111816517,0.0063458526029770215,-0.0077148510598781025,-0.004759045111160649,0.03643751201408972,0.03643751201408972,139.06627061515655
stock_000,t_7,1,1.4951312260297824,0.8641986810453337,0.014569312330036648,1.0076878419369695,-0.2563763534745298,-0.5867244531378661,-0.04627260195056895,0.00010508697409309341,-0.02381342961052943,-0.031069612584774347,-0.049183659004755645,-0.049183659004755645,132.22648258215762
stock_000,t_8,1,1.1707100462773419,0.9340537099255597,0.014569312330036648,1.002681673142838,-0.08221863462875063,-0.521896595168956,0.008105429609456108,-0.00506637316711505,-0.0015765839997574898,-0.05024048834113071,-0.02630464618295188,-0.02630464618295188,128.7483117418177
stock_000,t_9,1,2.159583117634681,0.8102204268543783,0.014569312330036648,1.016783987966682,-0.5181796238054243,-0.6405144129724797,0.0034460211979426636,0.031916492785556874,-0.014099970677588634,-0.014589237272199925,-0.0040233075492249505,-0.0040233075492249505,128.23031768723686
