stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9
stock_000,0.03135913111349638,0.08825033473375936,0.02135138336132456,0.004534715171903274,0.08665142204928522,0.045190607726666,-0.006910800206206828,-0.029569094628647097,-0.005610242545118803,-0.0024036063179915315
stock_001,0.014094945016165691,0.02492035805058013,-0.002195889431694062,0.003533798072874344,0.04008278440396537,0.016815634600412764,-0.028716064454466683,-0.021664847491577537,0.011685223286251477,-0.029354536993174092
stock_002,0.02721457914112434,-0.013862682138609202,-0.00027779593841623443,-0.020358329191189295,0.04868799398930469,0.015450660842030377,0.030421487750377067,-0.06956999255307744,0.014830604397725957,-0.0161950040700808
stock_003,0.04151643903035422,-0.0027820189962676645,0.005138332028668646,-0.03292901126992055,0.012924715631816821,-0.02088885624084949,0.0058501095422606765,-0.05686261428417337,0.03248295603256646,-0.04426013388926801
stock_004,0.02812089925777934,-0.018953134229925082,0.01981764807810294,-0.0014630989223449811,-0.04317578248030969,0.024522405390278536,0.04651841762226054,-0.06937659615623147,-0.013270537916655535,0.02249214959312969
stock_005,0.021714499852831894,-0.01242007628580582,-0.03648143224630017,0.0032764249990822093,-0.0020202898008537845,0.0006259764249632073,0.004659689538610623,-0.08078830941479984,-0.023272374569747886,0.011034299148408696
stock_006,-0.021414675071238825,0.017290959989953787,0.003076893910195909,-0.019536363148240633,0.05816657834891529,0.03341899986124136,-0.014319669057777264,-0.07815159731880361,-0.06435075513599482,0.01001966294867206
stock_007,0.015856740583915205,-0.013220591796930116,0.027990095416071645,-0.015125340301570225,-0.03574179670276951,0.0012996575680602387,0.008292848654548641,-0.1,-0.04767707524380552,-0.015225323772357203
stock_008,0.020368049607529908,-0.025101089016120265,0.053353748318154565,-0.004803555120771998,-0.04535453092178033,0.03804080380494831,-0.030698480246771923,-0.09305333395385007,-0.02424630963491681,-0.008369470160143593
stock_009,0.0567350379148816,0.015441110995694736,0.04560133836007233,-0.009698978289484704,0.03384178713560927,0.05090704353135708,0.027650040859673826,-0.014913836646623893,0.04636809617494435,-0.037654874255742585
stock_010,0.04064573128989804,0.00459582412084036,0.027202350971918615,-0.01693300916152988,0.008600018821788152,0.005391921249245656,0.011367511093491014,-0.09747612083765318,0.020884722470727174,-0.03688641400079412
stock_011,0.1,0.018365071898225626,0.04055186521566005,-0.04028058841842373,0.06986663117264774,0.0674962128822004,0.024969234252101694,-0.1,0.011390365687498058,-0.043152772587248686
stock_012,0.06263318729849848,0.036363386792615034,0.05723549752610968,-0.05852009506241327,0.009300963801667797,0.035487777095345424,0.02938564782303281,-0.03860375137708859,-0.06860466609710775,0.0038045162096742033
stock_013,0.05548587280935553,-0.025706188900485472,0.04370499190172919,0.0014674150305636607,0.013673128601926477,-0.0189542848693449,-0.0068789698481407854,-0.08621340252917602,-0.026166689231591246,-0.02030346493587666
stock_014,0.02074464156791663,0.011350288342882701,0.04152655279642659,-0.020712458189034118,-0.000550523651598812,0.03786681641253036,-0.0433050564482933,-0.07665803435007376,-0.014744483506016138,-0.005860934280604441
stock_015,0.04199702819487929,-0.05443908669776493,0.0023569990931921123,0.0035184654588951885,0.02141488507526628,0.01840198845460843,-0.025199035641313344,-0.05856614938234926,-0.027911843199015858,0.01577091070769413
stock_016,0.015785665286110466,-0.05791534071683733,0.057799648055529604,0.018958669739012668,0.02228910509856507,-0.0008090965950420491,0.005611845482754023,-0.06385974587716152,-0.003699863766931072,-0.020087301631118833
stock_017,0.01872102571218136,0.006890314836582244,0.028423832316753814,-0.04603891700072964,0.005712776921947375,0.04437269530880492,-0.007727663572547029,-0.09156463486163492,-0.04326804417669405,0.03844599102029767
stock_018,0.019102014785784868,0.02955162206104526,0.07399752410887796,0.028851598180819782,0.02034560308665996,-0.00295145467289145,-0.03760657273469297,-0.07524241385394495,-0.039584563823059575,-0.024636589940751574
stock_019,0.06070996426162706,0.022655831058107413,0.06398196714314643,-0.008922382775227819,0.06026893440848406,0.050256936391349274,-0.0003369297688517181,-0.09225533879913417,0.0202561315984607,-0.006820856153844935
stock_020,0.012591891829713035,0.05429136310507538,0.0219739369068214,0.026361225730729618,0.05696368640399378,0.053824437933512354,0.022183951925495066,-0.1,0.019099273908048726,-0.026650859021108614
stock_021,0.0366657302152626,0.04312545492666646,0.05062382714390874,-0.01517229901078032,0.01101714818063175,1.818795836299944e-05,-0.04471082254620492,-0.06976615353566601,0.012621651543791475,0.028571360521048663
stock_022,-0.006157370710654267,0.03567197246322533,0.08843944596237549,-0.018176561003374926,0.032512863815170566,-0.01594067837885714,0.010910835755636943,-0.1,-0.02005501087228659,-0.04731474399617907
stock_023,0.0510918354971526,0.041714400279115466,0.022010904465993904,-0.0424747610409552,-0.03475290779970456,0.03643414300527145,-0.007830328057249878,-0.1,-0.007742481316404499,-0.02091378460153725
stock_024,-0.0029827126346038194,-0.013806279995140365,0.08750844236819798,0.009764414149886904,0.021939159844069547,0.03739782030569666,-0.041988993373903064,-0.09750605970570607,-0.051454383406692644,-0.010735677518646446
stock_025,0.038266275584810494,-0.019910066663440733,0.06251348380807108,0.002377446531716114,-0.05809546549879137,0.059667757426433134,-0.08631071203027696,-0.1,-0.020517854077922525,-0.008421529818187074
stock_026,-0.00630470071513688,-0.02859337084141558,0.06332736161399595,-0.06625880288493853,0.034165224422046434,0.03720395153559864,-0.03652028381792747,-0.1,-0.0644082291797414,0.019345750609571725
stock_027,0.03602770327651965,0.013117879681505924,0.0457158302178096,-0.000950990225619514,0.05280777481962598,0.00011895308965980539,0.024928315076488045,-0.03517474549613314,-0.01619272283935079,-0.016432471116131282
stock_028,0.023194995421516276,0.015158712975219113,0.03845789137969854,-0.011287846810487646,0.006904870136569492,0.018257804078208872,-0.006875244653429872,-0.05258243701204083,-0.006893879247969439,-0.020039125765511277
stock_029,0.054185842914550565,0.026137576961256053,0.027460102467245617,-0.0250451688854242,0.010032212089027633,0.03300284466082255,0.004125230604124914,-0.04881415831893113,-0.0029401118928306276,-0.015115611034860374
stock_030,0.014760766536062331,0.010020571545464355,0.03951263497124871,0.0015107147273936143,0.026969735643906922,0.002274123207833759,0.0008293774062412499,-0.04631638529235506,-0.02975558614485613,-0.005705109392262202
stock_031,0.03127074205292643,0.004556274054018055,0.02931817170463628,-0.004235349301409615,0.02861081191314142,0.004158509460750644,0.0059635782311577065,-0.07780601263782828,-0.018320104993942318,0.013075454342886133
stock_032,0.03125340276667975,0.005793208754061422,0.015295352218784499,-0.011970287038375237,0.0008911768300288963,0.018529572656809684,-0.0009343762805952131,-0.06568380004478683,-0.01747451670004355,-0.012580645372488323
stock_033,-0.0016189823383586273,-0.0075976574248303175,0.04524341741068436,-0.00048144429422017094,0.021151595688593552,0.006727432531109655,-0.012751947391390035,-0.053536134527801,-0.047996954485304014,0.0011172132273015159
stock_034,0.03788956290804921,-0.018496183928405276,0.020589489906254706,-0.006013876692074626,0.0027315662674344656,-3.9306246123669425e-05,-0.0024063903046266776,-0.07067451009041044,-0.05182362423621346,0.016690036593508956
stock_035,0.02460895262275077,-0.027305898250923902,0.033884591631019964,-0.01222482392578419,-0.014792980587573504,0.037620490126845305,-0.011614343390956513,-0.07974536113661682,-0.040786043021825084,0.009551476241571094
stock_036,0.03830758586879683,0.03501938398164675,0.051548797747760305,0.008831475178805687,0.04821725203588898,0.009542322695953046,-0.0031732290550448693,-0.04967115602279959,-0.034214488034414646,-0.010628558060775924
stock_037,0.03299259122540613,0.046586177165212586,0.042498648045126715,0.006367080775599896,0.033307890961324964,0.032384080955856015,0.022746846956002993,-0.06897191775014841,0.010179545014382754,-0.023731317438998673
stock_038,0.04427924963136443,0.039585812714198004,0.041670069465551025,0.01053329363941458,0.015575543937064607,0.025819009075078496,0.005644569825751518,-0.06965869806344556,0.011357155169097343,-0.014450867610733647
stock_039,0.014517929564631035,0.023779223167417186,0.045556114292274,0.014308928002988207,0.06307724614080817,0.02177638891698736,0.003617334978594069,-0.06995312279250276,-0.0491286718964727,-0.009798122946489463
stock_040,0.0180122796327929,-0.0009556167258653013,0.06274021318953127,-0.002649617956798948,0.027432987569020115,0.02444190538574051,-0.0007960150329131377,-0.0690718809613964,-0.023096586590750152,-1.8825139351185197e-05
stock_041,0.029915985680534236,0.00545240941165815,0.016207142738531743,-0.03388526596246358,0.005921306478598955,0.03502795414148104,-0.009694339080005178,-0.08773122070541779,-0.01400283207756405,-0.028425389088081808
stock_042,0.008177233756545202,-0.0009501810047336714,0.053103890253943895,-0.014372274645976511,0.021447562445697975,0.023710527180981315,-0.006433820702088029,-0.077481180020203,-0.05552502609286532,-0.0028563708131809384
stock_043,0.027080931406050234,-0.0033119192282669453,0.04616386317185264,-0.009565862761746258,0.016933977126084784,0.022899227545913545,-0.00565051494953131,-0.0792749137784301,-0.05529913703845424,-0.014999999880435645
stock_044,0.03993463329616553,-0.008183513006904473,0.008208035585792615,-0.025548898232037993,0.003511397865727785,0.027191471494919232,-0.014724346043918684,-0.0846725915341927,-0.043582631642441055,-0.008468506578884967
stock_045,0.042727757296737175,0.044837495815023956,0.0772842938997335,0.015305341583577263,0.059594457293001904,0.035793856441532435,0.01154305787832129,-0.07563745997068617,-0.014506762755831914,-0.012284892936340315
stock_046,0.05110406666965445,0.04293590910982977,0.05842177581328512,-0.009919469322272985,0.04529472518733718,0.03806325584708963,0.019068876561422865,-0.06104839319928803,-0.009335431933797468,-0.012169884576777916
stock_047,0.056986155996592874,0.03744085919752987,0.06918750166125975,-0.013580315364823056,0.03407868987827044,0.03924700381056154,0.01642590181756658,-0.09332770088644612,0.01209315365166977,-0.01546528302252153
stock_048,0.04551011695042744,0.01993194159800068,0.06320500074589,0.028159887039070703,0.047254200356570984,0.01911548982629966,-0.006434047036514105,-0.0946104922756727,-0.023439572951203164,-0.010632897599035889
stock_049,0.036695430544183345,0.020974590329596192,0.06244540077341258,-0.013788913347555904,0.020067739322751535,0.03630047121654334,0.010917270490833282,-0.09337709214155931,-0.034639311588277155,-0.0020060268440644105
stock_050,0.03182669195418322,0.011562379888376094,0.03349591097639268,-0.0002788119615781872,0.024974516015143288,0.04776021802723978,0.018639561076877427,-0.07807239914265718,-0.03438298449136799,-0.017349528974326147
stock_051,0.017380551306904947,-0.0070255961721208465,0.0498307647080279,-0.007594005591389107,0.014169766255096486,0.024185830027447865,-0.01110121867448799,-0.08949883935767072,-0.048742628256602305,0.006905687565317188
stock_052,0.023355222730192398,0.021994186908302606,0.05266513855946538,-0.03036795820683342,0.005370143729290861,0.013533390205902152,-0.009797067822628512,-0.1,-0.05146526635522187,0.020362725396529422
stock_053,0.0367567085417637,0.004979344467287742,0.029181335198937446,-0.02841429925029476,0.005810509180848475,0.03990038687735582,-0.02458049007037986,-0.1,-0.03932985621609349,-0.004833119617053629
