stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9
stock_000,102.49223714385283,111.38014167878461,112.17660769245282,114.5506753883741,123.48565770887582,130.37870714415436,131.3090499705077,133.45183634558572,136.20549593485381,139.67592542986006
stock_001,100.0766787030818,101.87738713198192,100.18865928278079,101.87431419326849,105.19499513117361,106.77294421851693,104.38255266843497,107.11019992759786,109.68053031188772,108.70655053234327
stock_002,100.73245071447792,98.30463881617068,97.02170803929964,96.02316097414482,99.9623516630216,99.83236201506524,102.5846424190954,100.25371983642873,101.88901227106685,101.81535209652957
stock_003,104.5880777835364,106.45341893045834,107.07503218087984,107.34286201057121,110.67327555051213,111.76224702545034,117.13786105086953,118.5528811290423,129.2431913680716,128.6596267896594
stock_004,102.55265473581483,102.0777248595924,104.31688087869867,107.35628476035498,104.7555698170277,109.09045326111269,117.56631934396229,117.72893376731308,121.55692112857348,128.27647315040096
stock_005,101.41291551342822,101.75866838685992,98.59838044487806,101.84957336930394,103.88628835497585,104.43842278439494,107.15499258824231,105.73375832762068,106.33493216494337,110.23950864653557
stock_006,99.2794116456782,105.16716210662483,107.3894329392472,110.66642984422197,121.73307282864417,132.02971211425466,138.91147946927086,140.56576095369948,144.69754133321618,153.4321699691723
stock_007,102.37279891113505,104.88591578432516,109.65159241638104,113.10307781347241,114.11091633418272,118.55413777539161,126.45419672387939,125.22329868722709,129.33409383175635,132.9627510223519
stock_008,102.33026950097768,103.51640156567082,111.1041446451537,115.68107253698635,116.07225693579907,123.46043962467832,125.48776686609665,125.23403495339127,129.99393647827304,133.66045340718486
stock_009,104.79315160601688,106.24407562072565,109.18561656345281,110.54200371271065,113.64106558940601,121.07570419212848,127.0870034280533,134.4182750426188,145.90849662799928,146.03943326222986
stock_010,102.31929437107303,101.86576084692375,102.85156762401348,103.12931600342074,103.42521543813481,103.83930718919915,106.14199706611394,103.1819708735768,107.54596898865655,106.78805685457593
stock_011,108.86130632605682,109.69892716809541,112.42439646249686,110.04103909306778,117.02379482065935,123.11119296077878,126.43838420142939,121.28759951005617,123.9462320264941,121.66229540219072
stock_012,106.38539586499948,112.31174294597096,118.43494933600489,115.91213343381246,118.97101914071462,126.83695382333771,136.34828106195118,143.4500065923025,143.07264104891024,150.73655552872876
stock_013,104.94491977992229,103.53346527279113,107.78216922151186,111.8189881426656,115.60454603647266,115.29554481079698,118.75170216557032,119.385285927258,122.86480056634682,125.56588270924892
stock_014,101.01459903003926,103.12995202121445,107.369617689022,108.7347214144797,110.83586654297817,115.38534373499196,113.29375528225513,115.02685722017172,118.12453410240762,121.60076769611717
stock_015,105.4351337153656,104.41864653103713,105.95935115608467,112.02434807172955,119.20948557429502,127.22596581421978,132.92828254207964,139.83421538747987,149.81844911535998,161.02051472162594
stock_016,102.06939780114084,99.9945924753229,107.33127633092548,115.37934491866795,123.4516981113994,128.21504356034526,136.888931302622,143.29832951402554,154.93969015080236,159.84414675406165
stock_017,101.7914213491569,106.3235320830364,111.14575249534535,111.73841596206223,117.67362775085925,125.93607828272735,131.86837668701523,134.6614733297306,138.836795766401,150.71945216063284
stock_018,100.59948674966247,102.88541675662563,108.01588021317367,114.25182082695845,116.10633458564176,117.63786249337058,116.70017405805483,118.71077525573308,119.5047312289748,122.3889374078877
stock_019,104.17160774790482,105.7283343041159,110.46597601058014,112.50812178066343,118.93756907528095,125.10822111337039,127.36444945569282,127.80720048158693,134.9805783765289,139.56400152208445
stock_020,98.67674766441303,102.74673773147433,103.08155862425856,108.31960289232407,114.293594950062,119.18940108027567,123.1272262578425,121.99261242755698,127.01202633608898,127.96578469701394
stock_021,103.63873184453543,110.0215203076896,115.1825423308978,118.73285389766914,122.70454624297128,126.84162690141706,127.94687027391551,133.73226014588454,145.7483185759488,158.2257958057329
stock_022,98.73429693774942,103.85003957799279,112.61418643372154,115.43349143913703,121.53905808873408,121.95745255130316,128.48963818614635,127.45450930823574,133.0823745453187,133.72892525822465
stock_023,103.78458271257507,109.2786268165303,111.48984944232669,111.14769564038174,109.50705451087269,114.09395851923409,116.97912850131384,113.18736590717414,118.449405399525,121.36823776116341
stock_024,100.68703369593975,103.77602697759848,114.04266541493101,122.39732132988759,131.0095486691019,142.99154119082087,148.49903037779228,154.36912624332038,163.61575049748296,173.32807453326873
stock_025,104.12950756369392,106.11652925730176,114.08622832496094,121.3563668148638,120.16294014595422,132.17923416054967,130.0069124285091,131.66022759365188,141.55967508096188,149.14306158144535
stock_026,98.96133284588765,99.22339018662751,106.72282119212008,105.57871525391074,113.88336852152858,120.82346907020975,123.65208772815944,123.9903955703453,126.38994716352582,136.1431685227443
stock_027,102.91592279365965,103.99000547983165,107.15501960848883,108.77217690549251,113.72651917102927,115.25352711568098,119.96884723376823,121.27789968485152,122.31014212253417,123.74475589852881
stock_028,101.00339449574483,101.73869490541846,104.29272696696084,104.35911654865527,104.23212135438243,106.00654988583872,106.04486218201637,105.46574637649151,106.09854618428116,106.20200900676082
stock_029,103.44535392150355,104.83232613810146,106.46976072593579,104.98930550939353,105.39141222200294,107.37077540148574,107.51825017545328,107.46921469097367,107.25747448397422,107.18526862388066
stock_030,101.8220481599536,105.10358076407675,109.39795494641258,112.93840747320439,117.85729408296595,122.00989952823502,127.35907407743271,130.78776888301417,134.94596740235735,139.55968710893967
stock_031,102.86893140995828,105.10893578674768,108.53291230878429,111.45617642108976,116.96511428051643,119.69059585403484,124.33363712147154,123.6082613190726,127.13926999158383,133.05519435790438
stock_032,102.27105203843561,104.19386663205823,106.23556152948156,108.15007195204511,110.51389967865103,113.02432474100516,115.32456102346691,115.76421195434074,117.1007724840792,118.47094417082856
stock_033,101.33632774111024,105.17512873797627,111.81593227491045,117.52249461869381,125.49689301985971,132.8019254271297,139.98814126894794,145.22530311768978,151.09607413519817,158.86879396777243
stock_034,104.51181140694108,106.835846706866,110.93073354027553,115.55797324002063,121.07774830937066,125.50327837806415,132.32294398590756,135.27771546962114,138.67837462745456,146.82278442804673
stock_035,102.6022275250624,103.39281088680119,109.00524095819613,112.89101445903101,116.7987317362021,124.16422030039979,128.98319235140048,130.83369664058995,134.04179292468714,140.29489318093
stock_036,102.96514160962889,106.29405309876117,109.99554668638685,113.29272491705638,117.81000082305536,120.45302737646833,122.66843923836322,125.04981328401765,125.24202463169259,128.65137692621542
stock_037,101.70516469492551,105.62202142228351,108.30979332238664,110.9671178481713,113.85527805754019,117.17296496448138,121.00822892735142,120.64229412674901,124.40259790165192,125.21677972042374
stock_038,102.10820045588065,104.94175383288389,107.69262190315719,110.69953449347231,111.8818928203044,113.3413610853891,114.606955806894,114.58456727768642,117.04511799020571,118.04340248429472
stock_039,101.66801560758454,106.19502760399901,110.59768629761481,116.46556763474543,126.11072170226397,133.0139135890812,139.88538833393898,142.75085306809981,145.67271131704868,151.4351169321182
stock_040,101.42036491191502,102.96036066324666,109.26085993550774,112.90268991688923,118.06680229157833,122.92010516817145,127.52609405528807,130.6256503053704,134.86948315066377,140.5374005930849
stock_041,101.90955837374634,103.82880859026619,105.6032128066898,105.71087404822514,108.3794586008807,112.62453564236219,114.77135874388111,115.20902221433433,118.29447472650064,118.94482422742271
stock_042,102.11632914404183,106.58274103493483,113.6786392761935,118.20970491152582,125.93465044748103,135.5929797026676,144.46582020766186,149.52748462901306,155.97343868527184,164.65358293730603
stock_043,103.15455591064536,106.70397345710346,113.16978921440023,118.32848998204989,125.88079086172513,133.87522140939967,141.9993058874762,147.202726231993,152.62413703720412,158.56204218942872
stock_044,103.85509790672225,106.69129214167124,109.28249805477697,112.24343623951603,118.08569197209836,124.35937297823132,129.28782939549453,132.96368184150873,136.38435775103656,141.3861080465824
stock_045,102.99834736280005,107.30465421011189,113.32938530109394,118.23590043544436,124.4596644309412,130.67929480547969,135.75673762964945,138.237277591443,143.502716268314,148.99282047387285
stock_046,103.30312601041207,107.12459684369769,111.40992456290725,113.42039008603865,118.04959289799149,122.72697668992146,126.96256743785474,130.46101271917397,133.57314688264808,137.63928555466433
stock_047,103.2347465230885,105.74477240703496,111.2913675181655,112.6773671424104,116.15608404198686,119.25817227869285,122.06122383707836,121.80417529627833,125.63556655055623,127.94026247193486
stock_048,104.40527514092632,108.59916869080986,114.97485446301377,123.55080885701126,131.86791024824592,138.77134775986173,145.3105467684847,147.85788258341316,155.87906448463195,163.08961400432366
stock_049,102.89743870402242,106.40743135550264,112.44269762069908,115.50064702008572,119.94603349538868,126.60914127854423,133.04052717952197,135.5349985032894,139.83309476921886,146.76359939915702
stock_050,101.71951330599921,103.9418054441024,106.98879258423051,111.35680985281348,116.48847906767006,122.77769535000427,129.24195265365108,133.76946954421106,135.9717661099154,139.57540360376777
stock_051,102.70643748231892,106.42035832909609,112.86319217929093,118.95235681746321,126.23128388088088,136.0389653273196,145.1147742091292,151.36382160480906,160.46380574081903,172.5966113310938
stock_052,102.59947546225412,108.59260605815852,115.53968975073263,118.96877162428868,125.18339675263478,131.61881950291394,139.36238487963843,143.05072671120487,149.5466506683571,161.893086479402
stock_053,103.27347672374685,107.2123619642023,111.55482982334183,114.79004182464229,120.56502202144257,128.2912408863639,132.595009883087,134.71107623451914,140.75155146395463,147.80253068372573
