stock_id,t_0
stock_000,0.04661255680775145
stock_001,-0.013751804618465504
stock_002,0.008279585787916866
stock_003,-0.01638387464327399
stock_004,0.011648183463250965
stock_005,0.034934419922279615
stock_006,0.03847882320310191
stock_007,-0.03891572571467933
stock_008,-0.016416366067934028
stock_009,0.038186973355654574
stock_010,0.05256684742813492
stock_011,0.02697588897700843
stock_012,-0.002729647317221853
stock_013,0.017831901061067763
stock_014,0.009140803297624685
stock_015,-0.001789170367725273
stock_016,-0.015453284361496233
stock_017,0.006340339318165091
stock_018,0.034474894931754985
stock_019,0.022169190625536083
stock_020,0.01787498740413156
stock_021,-0.009626220201080136
stock_022,0.002930985897805466
stock_023,0.03492785875887887
stock_024,0.0027404814559786484
stock_025,-0.02561772397319648
stock_026,0.028533998320983595
