stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9
stock_000,0.026284115465241602,0.0017714533992733163,0.010583406525538184,0.008890558803049394,-0.030627316873660562,0.040420317074300195,-0.03536346819913947,-0.0405543758842525,-0.06005543714158719,-0.06325388642922251
stock_001,0.02418035939524118,0.05374752104382764,-0.012527422121906448,-0.009131824629143824,0.002927790823270026,0.0033305818251830703,0.03285280610943972,0.003889085601618665,-0.03520725660813809,-0.018995204849804787
stock_002,0.016097484001954765,-0.0039055221303930785,-0.025675094245888597,-0.03682923447296521,0.02678259342523803,0.009235429605105948,-0.02840367238504661,-0.027036489151791254,-0.0014264825563306688,-0.07752522451334656
stock_003,-0.007677530625034363,0.05093924349033659,0.006162786764722324,-0.05066703030528008,-0.0011153251409133265,0.007007966279196462,-0.08328436028761799,-0.03284746188503241,-0.03325050379124321,-0.0789602335453953
stock_004,0.005742198525946228,-0.0017647939772160576,-0.0021754987937660964,-0.028774806202237897,-0.029432019002068547,-0.054733948604051175,-0.03636935067252901,-0.018495985614790232,-0.020192657268900994,-0.040618006364929175
stock_005,-0.02220296649617089,-0.010499219809566408,0.016732182145067557,-0.008160523193250644,-0.017016008892467925,-0.08386122693733661,-0.0353348457709986,-0.04853431325669321,-0.04594968510961448,-0.04863809415977092
stock_006,0.02817697239952617,0.004463332288828699,0.01965170682058357,-0.06028160996055282,-0.01325449564126523,-0.06377637319477933,-0.02609200726498348,-0.06700426965640591,0.011859226459515895,-0.031053767592304948
stock_007,0.033146409859449576,-0.005447746213778302,-0.02991029109822379,-0.04814971943165239,0.0019042562744565157,0.02927287970043446,-0.006600335892393807,-0.05373718720432671,-0.027146725104588904,-0.04407528869778914
stock_008,0.057873375942056694,0.03440547670044472,0.0020967837184331225,-0.019772876202274768,0.0012713722818444746,-0.0036517201491143483,-0.02607112425142515,-0.06395153574395497,0.0065304675251233145,-0.04219546883346483
stock_009,0.022806860200984658,0.026855614022519195,0.010716767907081468,-0.02146583050840272,0.06193341149602908,-0.021239972969511522,-0.06298546688676182,-0.0714946996956982,-0.010131443262539633,-0.0695903251959734
stock_010,-0.019547803244135076,0.015006205322629862,-0.00878124830658145,-0.031891195926012805,0.009730212668109074,-0.043137410889702237,-0.07151219528513031,-0.09694194269004558,-0.03206882728814296,-0.030120479345156166
