t,market_index,price_std,price_min,price_max,MKT,SMB,HML
t_0,99.21073522419161,1.3348827531449974,91.85469420421019,105.85384438930767,-0.007373398381736268,-0.0015330171100958793,0.0029694851144405716
t_1,99.5891072835594,1.9211139321128163,90.20000037567388,107.9507851606644,0.0016999961568928213,0.004683659838745076,0.0008906908914464084
t_2,101.31962430495888,2.3543151709544574,91.32016837792034,111.67875770219963,0.015165793733480877,0.004764103798405093,-0.0024160538626585423
t_3,102.3437595688551,2.755427823109171,88.73287064451975,115.1840852018004,0.010379034392954166,-0.0016869515569442849,0.0004791108315857481
t_4,102.20920094362,3.0452582565419717,87.84192596082343,117.90538753199996,-0.0012485518253497144,-0.000215065990704682,-0.002904512284326584
t_5,102.46706649067359,3.4782639085182967,87.17823227862584,120.3171819025776,-0.004243867551074991,0.01639079211457968,-0.0020618602315833983
t_6,104.22738257973954,4.10678606571313,87.38464127991202,124.63716453263716,0.009995501575505652,0.017641482080017805,0.008757564575652866
t_7,106.33036863797528,4.754830708161277,86.26944627241818,129.4498199549155,0.01597833321383046,0.010596975454803498,0.013812377100033257
t_8,108.32907936844343,5.190206578770907,88.07939214105369,134.75885694281803,0.01586574668514365,0.006631336080802649,-0.0038196356584201067
t_9,109.93667194289505,5.837981298790428,86.60910188582191,139.58684848960706,0.009622336267431593,0.012223002256636629,0.0019580984391607834
t_10,109.87756068256553,6.526307929274584,85.31220360966168,145.45550406470804,-0.006683488155618217,0.014315183528167746,0.009616810234381025
t_11,109.8306089769263,7.208517414718344,82.42926094929841,147.30716002611774,-0.007268862624191659,0.01649476131385874,-0.003564161649891729
t_12,109.70460706804556,7.76526029109614,81.24190717335121,143.42818911754193,-0.005631784677505782,0.011034905243427519,0.0031009161976258337
t_13,109.6534529628687,7.747798092965414,80.9711959412238,141.0664211378156,0.0008531332919201966,-0.0036504663003181738,-0.007071915574917428
t_14,110.89696135550307,7.931073348727028,81.7134924335265,142.57566438060144,0.011584054280138005,-0.001183357881735222,0.0003148259988963863
t_15,109.80619084597625,7.613786278647834,81.75004705073712,143.63156988207658,-0.005550862964976256,-0.010929224269585975,-0.0033614098873926057
t_16,107.33787025862785,7.521930333002825,78.54742898804247,143.59370367534413,-0.022539766481509377,-0.0004787639295203575,-0.002547857363879702
t_17,107.24989683190967,7.89211442748156,78.17843404119138,145.10396020978376,-0.004824024674220663,0.009175900319310223,-0.006065145414568471
t_18,106.64893143492687,8.327655046067557,78.03947127628867,143.54893176368412,-0.010070637391557414,0.009782057607785378,-0.010009853576804612
t_19,107.44430237951268,8.603450031742065,79.05025534473641,148.16507388352204,0.0059634494667087585,0.0024617346646184208,0.002962477177179648
t_20,105.19608365531057,7.780913240305389,77.4910937497523,144.6482479837753,-0.010451819647332416,-0.02467725475054778,-0.012102049921981132
t_21,104.9809858333868,7.925996647034865,77.0693906142416,145.76748720841218,-0.002310264263773048,0.0014092918950147498,0.007927865993363526
t_22,106.02822781545098,8.329259462774944,77.36445878354192,147.5789676446827,0.006440727075777792,0.008300438948170088,0.001458715671992511
t_23,106.80510108019448,8.396695248339313,74.80810773427953,147.31963143050876,0.008416909743061664,-0.0022470899267351867,-0.002499178651869777
t_24,107.78846781655719,8.984356580956938,73.04264825722909,148.9251662201611,0.003855190964768922,0.01251714232731044,-0.0057983342169459365
t_25,108.75374470075432,9.273988562717722,70.66806420325555,156.87263395113166,0.00811614763993769,0.001999078027409144,0.010559135522618307
t_26,109.27928414686251,9.334047491059286,70.91864024356406,158.12886272391353,0.00610685887417333,-0.003159808274755333,-0.004400334063520502
t_27,111.27813523384947,9.94742104534488,71.76919580173441,162.02444535062088,0.01364245387495229,0.010844757604715687,0.0006128715237240835
t_28,109.62698373310644,9.987996935780025,68.47180195318359,162.82134307271306,-0.015879167363082244,0.0024962168424591934,0.0057775094228972035
t_29,109.7901503367626,9.947196790433031,68.49961030645039,157.37446199365556,0.0026660207137984074,-0.003953674676393313,0.0010520452061295103
t_30,110.21801254705613,10.14595972233434,71.2875158252225,155.75236095403937,0.0029126643775586516,0.001146013041682732,-0.0032712114951722387
t_31,110.08254376862212,10.5121359567072,72.65770787189896,158.96725740782776,-0.004286989485197188,0.0069059638799614876,-0.006747325056181513
t_32,111.36529338874695,10.743618882951285,72.34509649957384,166.18275177503625,0.011911870452639313,0.00011145409212961425,0.009162542535470417
t_33,112.00070056371516,10.925769071874091,71.83962706701622,160.47027431011293,0.0053762914278620705,4.313347650517711e-05,0.004454166892017051
t_34,110.67622201185179,10.787607853736693,71.45815639569363,162.06660752241314,-0.010155182043307585,-0.003333701613575374,-0.0042493557179557745
t_35,108.17448476608797,10.233151256782051,71.12951900480112,161.27435288583567,-0.01692423095653426,-0.014161079367441282,0.004039449327474606
t_36,106.64829160931114,10.34333614995632,69.20971390460902,156.98689956035983,-0.015884345390783497,0.004224123030364407,-0.0031061172751530907
t_37,103.57012631585084,9.812939983803577,69.86828273006793,155.78240085575433,-0.02286181792324755,-0.01377756192732062,-0.011918186223035377
t_38,102.25867881612166,9.51164367526949,67.46678212822253,149.9321582705551,-0.0071516635054018375,-0.013080543851424126,-0.01602343402286834
t_39,102.51795874291017,9.490269414004773,66.0322049628724,150.3776714275737,0.005800483918936187,-0.008047042229417196,-0.008239845641486693
t_40,102.62526641002489,9.560344966542056,66.53382053833106,151.13835843039152,0.0026153298620835612,-0.004630190307985792,0.0004173505894876275
t_41,100.88280013744264,9.340289691926005,63.67205250415814,148.45033231852997,-0.013385921542949021,-0.009555528131939939,0.0010872858389437377
t_42,102.35637581185036,9.6585612656002,65.05822395944325,156.03385705946073,0.013185354295940366,0.0037243038277328605,-0.0017952393601048525
t_43,104.86638376875406,10.218524963897824,64.8138186408368,159.5115620302182,0.01890906154065171,0.01305697422542623,0.003674185338198927
t_44,105.3896545301639,10.632106360884704,62.157495309594815,161.00011943630267,-0.0009233011464551775,0.0138831514884038,0.006078914693031473
t_45,106.2343121611556,10.95567096264215,62.01328642925891,163.2720640677827,0.004769127278138892,0.007564657858630338,0.010128659113425963
t_46,106.13893490972312,10.998316369342845,62.15786711576377,161.1571742701977,0.0009160487721658335,-0.005041322645208885,-0.004477247603848688
t_47,106.90680057140827,11.16801755758568,60.38234878353018,160.5887790376653,0.007130864658110109,-0.00028790238360471357,0.002201300559139707
t_48,107.16801881926963,11.423699785358316,59.29347076596398,163.39477856629983,-0.0001949555309445879,0.006392202971005527,0.005482902952935156
t_49,106.74411733855231,11.076856496884298,58.075822204630796,169.0214011079759,0.004219707991593111,-0.020423438170912397,0.001724980176375598
t_50,107.73412003280166,11.246121203935441,60.19674652037297,167.8438996023056,0.009773602786141247,-0.0011503819957943365,-0.006320466338257781
t_51,108.88065455751855,11.336898853909869,61.08325106545677,165.06391174065482,0.01291128079773617,-0.0052843678399505985,0.005308217502962316
t_52,110.95672539637519,11.907910546539277,63.35872738031904,174.73010717631738,0.013513345577567313,0.012222213878358206,-0.007333966778482178
t_53,112.5841499072095,12.525776922677931,63.64058530331926,177.280921546625,0.0076661804292238594,0.016419579203074013,0.0005372651182790375
t_54,115.12889690066478,13.419378122960998,64.69263461158283,179.66911273219114,0.014342232103755646,0.019133091949337266,-0.007580824398159954
