stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9
stock_000,102.62841154652416,102.81021299502028,103.89829527412374,104.82200917779492,101.61159228737284,105.71876506605298,101.98018287958732,97.84444021034372,91.96834958163764,86.1509940421177
stock_001,102.41803593952412,107.92275148145119,106.57075761708543,105.59757214793122,105.90673975062553,106.25947081320335,109.75039260512119,110.17722127677376,106.29818357491078,104.2790278027432
stock_002,101.60974840019547,101.21290927915483,98.61425829451196,94.98237065340581,97.52624486918123,98.42694163832088,95.63125503416391,93.04572164486056,92.91299354599296,85.70989286113274
stock_003,99.23224693749656,104.2870625263389,104.92976145500799,99.61328205144129,99.50218085360044,100.19948878172897,91.85443845739633,88.83725329119595,85.88336986383341,79.10199892171956
stock_004,100.57421985259462,100.39672707513556,100.17831411648554,97.29570254211674,94.43209357607755,89.26345221971157,86.01699842369234,84.4260292582203,82.72124338483485,79.36127139451477
stock_005,97.7797033503829,96.75309275199304,98.37198312301801,97.56921627317656,95.90897762144107,87.86593308380145,84.76120388976045,80.64737706816038,76.94165548696206,73.19936000257854
stock_006,102.81769723995262,103.27660678790673,105.30616838592735,98.95814301684659,97.6465027415621,91.41896294155119,89.03365869632297,83.06802342053814,84.05314592182667,81.44297906296816
stock_007,103.31464098594496,102.75180904168592,99.67847252237999,94.87898203705173,95.05965593390982,97.84232580642785,97.1965335916124,91.97346527038829,89.4766868917766,85.53297608529986
stock_008,105.78733759420567,109.42700137300518,109.65644612784106,107.48822279377386,107.62488034085858,107.23186439677185,104.43620913637164,97.75735317482382,98.39575439507401,94.2438994071514
stock_009,102.28068602009847,105.0274966458127,106.15305195122765,103.87438853009293,110.30768377882558,107.96475155703389,101.16454127290088,93.93181277474176,92.98014794306697,86.50962921093922
stock_010,98.0452196755865,99.5165063729407,98.6426272198764,95.49679586855068,96.42600000147468,92.26643201896063,85.66825691415852,77.36340966203007,74.88245583915658,72.62696037473869
stock_011,98.20653406325634,93.99079431745199,93.15470155427026,92.84374243448485,89.34084197411526,85.5964956856685,80.02983462674094,74.556483633764,71.61193848660454,72.69833423568112
