stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79
stock_000,0.00113809954569347,-0.04223528082776807,-0.00512559099347612,-0.03342045424951849,-0.03591177392196542,-0.0072003175742161,-0.02038261819591731,-0.012502893513003339,-0.09402837108271364,0.03439395771498817,0.01632197571002253,-0.003509587031224082,0.01163126226971288,-0.05985489864074583,-0.03007120089131082,0.00688661180252588,0.013680754323199425,0.004329215990198389,0.025458474842933086,-0.030868543442319332,0.021077057620798027,-0.009860483020703165,0.020863784006656266,0.0009296906853445627,-0.008885710939236059,-0.03973379609482644,-0.035103292793372945,-0.009171581195720913,0.0019636791206612686,-0.01617912952721564,-0.01191337327922583,-0.010272909848417694,-0.05201478848822189,0.011493361357003105,0.005683618120868528,-0.0005315340901434016,-0.0204154194884728,0.03190925511366047,-0.018134242542551787,-0.0025629804591914725,-0.03956199618854256,0.012543886401752925,-0.053904058617147435,0.0019648072577283515,0.0032557722714705046,-0.044862498647744095,-0.0051793652725585955,0.0005951071743911344,-0.022880059450313007,-0.05455045744914338,-0.1,-0.01059333832750654,-0.08597837677376308,-0.018366472421438074,-0.0736491960421957,-0.00832128562367198,-0.02300443367453741,-0.056373280848404914,0.016029899763986256,-0.009221103230417112,-0.020585403698546133,-0.05849253208801695,0.005852352938854241,-0.033636600275770485,0.03658657693078342,-0.02429343883061802,0.01547250665893013,0.009098436780767997,-0.03307401191027813,-0.020157543327181168,-0.021288265258907303,0.06459830564244949,-0.0160076658380808,-0.03243546156207601,0.03890697248717792,-0.03259620952556603,-0.025129373521151088,-0.01304768957352877,0.0299327785515601,-0.021234194815763684
stock_001,-0.01893135980661127,0.0041560316285587096,-0.02825226495531481,-0.02351751674074758,-0.06136200747824329,0.0028067668369720286,-0.03764216970268148,-0.030368267459472246,-0.08934083155474612,-0.021113195197584193,-0.001667576487600274,-0.016622452342978145,-0.025283893681293766,0.01839380176669053,-0.04668867885688496,0.01971699386779453,0.038580411696993895,-0.03295568318255755,0.023504104761016966,-0.02395091887700394,0.031842019490877886,-0.0406395251570201,-0.03517890737118871,-0.02340292654082807,-0.024785137413403876,-0.009040753592966985,-0.04641550075264582,-0.05195409733739292,0.028126485348577222,-0.03367789049856801,-0.03845783373043891,-0.032349276807019954,-0.03786298082819149,-0.05487794040206556,0.01428997475049428,-0.0015077901186753527,-0.03338752083379878,0.01851693093042166,-0.03746411530709883,-0.03925423212571552,0.020156619415077008,-0.020478984304936255,-0.04589822886783204,0.010666479927820965,-0.007457446492148283,-0.03623338123627157,-0.06714512364047849,-0.02487371778171454,-0.040404610003417815,-0.005448194334591089,-0.06079785200852585,-0.02877312150628296,-0.009967998321135943,-0.004918924927154608,-0.06269734652571006,-0.03814727814364657,-0.013637201666317867,-0.09998577605702377,0.026686389357777087,-0.0006083013744325027,0.005884600561357567,-0.02549642972059973,-0.005507297081235509,-0.02893877087681944,0.015154438892578673,0.05622097088799388,0.03809348959091173,-0.06578399706422931,0.013682630172599453,0.005560394126391562,-0.03226669637008614,-0.002048636233861933,-0.036059265640543355,0.024733309295868932,-0.024508741891239916,-0.005984882752359519,0.004949362968957958,-0.007159020242611733,0.05499659111042879,-0.05287407610110534
stock_002,-0.004096082724825907,-0.06730938780180677,-0.05261609531873317,-0.03263827706667263,-0.026991431880489504,0.009911920794354205,-0.06257475578168936,-0.08118069189046159,-0.051712374548962874,-0.030550291054713415,-0.0030059103976241702,0.012382824172032934,-0.05954037887765011,0.04062777680502119,-0.04396034278529366,-0.004263754671874993,0.0024275941517897647,-0.07071857466470476,-0.0054950785486515595,0.020452552426695275,0.050515101173364746,-0.03800739156864962,-0.03226095899802938,-0.007647876698211636,-0.03492748666902007,-0.0059293333988489315,-0.040910006853481756,-0.06639360789386523,-0.00015111702078402824,-0.07890665447697376,-0.0070047119404518,-0.010256389063420853,-0.03218434151110229,-0.008824715549238863,0.006274927621079824,0.03697556176934594,0.020667511597557513,0.036788366811195246,-0.011069588799227929,0.009483866014121135,-0.028313179681168636,-0.010961561704421129,-0.05006191091813902,-0.020591478753926647,-0.003535727217714415,-0.004833066413786596,-0.009729420827581537,-0.01607851235192871,-0.015794558634048172,-0.02325688996253602,-0.030944585990537926,-0.03239030400196112,-0.06012813410661683,-0.035435867032207954,-0.04144240441409721,-0.02486781618965316,-0.016417076904684087,-0.044185711405578185,0.014776624535969837,0.011419338650087487,-0.014799636499686209,-0.06669184563216904,0.06171437574258007,-0.021077457427897617,-0.03722251858747864,0.05467386921603687,-0.04844731334795571,-0.013149916402721715,-0.0020966538363343043,-0.006442070216177413,-0.011122508981919925,-0.030898043471913862,0.003187936212142233,0.006487181423971294,0.0017281411684286366,0.07217076172323637,-0.004974091489500091,-0.011888706077595412,0.014136003926031085,-0.055340876166698555
stock_003,0.01963775835770296,0.014531236368009494,-0.009490272171588463,-0.04376838850903336,-0.04559902828116845,0.013253662596774431,-0.007352427717868417,-0.04105574436493351,-0.0771897872962305,0.02749717391345409,-0.011217069842885067,0.005730278846443653,0.019249886026475333,-0.045380755282921736,-0.023183647286642278,-0.04937383385778769,0.029321273141328937,-0.03289050758737062,0.01934772898721149,-0.000549256916169024,-0.04686690563402086,0.012697047461696908,-0.04179023009828087,-0.07312973868776144,-0.009762634801287997,-0.017402387903698593,-0.041212804266547276,-0.005757013107381137,0.013216701678111384,-0.013197383451682945,-0.06881002842686931,0.015401582258645916,-0.01829537627293705,-0.07428394138283628,-0.09376671702697459,-0.0253942808119826,-0.05308597973660425,-0.03422352313374476,-0.01728324353819132,0.030156330420983316,-0.030536715840209158,-0.0066070293889791305,-0.052698508104551886,-0.04598057599375671,-0.028135070629765693,0.024191930286419507,-0.04243312215384945,-0.038361551024618565,-0.04131825963665858,-0.04414725480541705,-0.08081626339465883,0.01559716507190495,-0.04281328167217207,0.004001887992039878,-0.0067270946504361905,0.018052658225222444,-0.015457757115058998,-0.07366809803166549,-0.027781928596663143,-0.004454627248339442,0.021167389828628428,-0.01327980387339583,-0.01087785928141153,0.007739934449518069,-0.09519288707283635,-0.017973079317851918,-0.03500440288016818,-0.04484789252989138,0.0021988099077161977,0.03253248993389343,-0.04424731324067725,-0.03998882853561267,-0.002357449566388909,-0.004693915138865296,-0.024365132016425636,0.02962813528073552,0.001276084557841485,-0.04420564682057937,-0.01847734787875054,-0.04611574367206474
stock_004,-0.0039908406827686895,-0.04624741027366687,-0.06771674926365447,-0.032973135979174284,0.011116221330701812,-0.05234792955443336,0.0218115263212031,-0.011109781659650438,-0.05783893574613719,-0.005219569743626803,-0.004074701822351111,-0.07355759535263758,-0.008188804358078453,-0.0233905593917677,0.01523803604191799,-0.025639673960038835,-0.017668688378852798,-0.0426896824745316,0.008349861453862288,-0.01264624953420524,0.020026973403159842,-0.03278167949949885,-0.06309203846124661,0.009546429868997963,-0.05767116393925601,0.00717306053333271,-0.07546229416265736,-0.024254464151542657,0.026444333723667963,-0.04802036038082723,-0.06664838518679851,-0.04637174488378347,-0.008711658915177561,0.008596736898231871,-0.005364821787988718,0.013603445825143234,-0.07010409184130834,0.022026309918903607,0.011049962419342129,0.0037887362529833704,-0.019671511155567267,0.0158614219700053,-0.05620147309814104,-0.009413398897952476,-0.02216187170421948,-0.04529875327663054,-0.048418021086063134,0.014941184071552517,-0.062396521161796836,-0.006565668871795587,-0.046233728326647155,-0.0346654642177524,-0.06547413060069465,-0.0380583782803147,0.020660682031860007,-0.027342030134941322,-0.057651766068818125,-0.05143784803840247,-0.07278035415585107,-0.02809265055984003,-0.05309504891894407,-0.034085012746141834,-0.008229345216425989,-0.008322817195785152,0.009861549566951976,-0.007516382948972428,-0.022670394258579352,-0.052554404938830665,0.020787609795495692,-0.022996947302416297,-0.019115330489116192,-0.010628143601901613,0.0034436019527638723,0.03707322125852913,0.009277988864269799,-0.057344781543911524,-0.002789918631501083,0.018174152907348237,-0.03342329323610572,-0.0015298022568834002
stock_005,-0.0018723907170644883,-0.023491970170221727,0.0029159368870542365,-0.010378016899805005,-0.012979927592159136,-0.02300867028651088,-0.053016326234553615,-0.01505289127301492,-0.04007826723851956,-0.03736082732049176,-0.08493690628467995,-0.01219953535257837,-0.022720689430008274,-0.031961063193242364,-0.04651716011111476,-0.05817343599897716,-0.006105092684796129,0.041373259640165874,-0.005412059023115165,0.037028526268516104,0.01735624388181388,-0.02341225156364478,-0.039344882079105435,0.003968466368523434,-0.05863285925930824,0.0022654892792517245,-0.00447528614188842,-0.019195099246471198,0.002486776570347046,-0.026669296056630012,-0.045983867761278524,-0.028541436882018427,-0.04558849661786167,-0.027642134784867083,0.005278036755921558,-0.004872095514747332,-0.049099513198664894,0.020319335215658485,-0.054458963430522304,-0.009088556977294479,-0.00361509623729608,-0.049550928011929854,-0.0359415768947272,-0.0764194119940558,-0.0027931248365336107,-0.018592365371155408,-0.035358192925271474,-0.01490809499064747,-0.035844661487664416,-0.0055527542576302765,-0.05973182534689401,-0.04949039762102473,-0.017097633572405846,0.02017098497072696,-0.0005139666470420096,0.02183431213708634,0.04306759770674523,-0.02673755142225539,0.004283559192560474,-0.03742932368180345,0.00045625975299734903,-0.02147869802428762,-0.041964614220049615,0.008718341010289673,0.015610252991015434,0.025442921272587463,-0.03388047121946526,-0.03275220582790797,0.02067626079479875,0.023302605796994273,0.023709609999303927,0.023576381822301228,0.01877723894841917,-0.004220401840584567,-0.023037829672845834,-0.025827746416995725,-0.05077291085291299,0.042093753192041304,-0.029057519753832625,-0.04856352186617296
stock_006,-0.010122327577312684,-0.06366972555862058,-0.03231172660616829,-0.013011505298833336,0.007708977652178213,-0.005091426101293285,0.016425096644078402,-0.032967725573312616,-0.0035602371426326565,-0.012163817268162581,-0.002363375001413861,-0.061429998057797336,0.023605444591648317,-0.04066802443821821,0.021085716089936916,-0.024908438986268964,-0.03212593667732938,-0.04465863846666,0.012424495207515186,0.030632429274847484,-0.038316018379381374,-0.06713519024470604,-0.05132044249826011,-0.036475268886135254,-0.00798583214271539,-0.02816977872061905,-0.02264803999632256,0.011057133746789821,-0.03316432748504927,0.016976746223027646,-0.04036516779679893,-0.02365898936956503,0.023557740914020953,-0.03887447739682428,-0.053802741963187864,-0.06907758944707455,-0.07785375888440704,-0.02806430075809568,-0.01320314675391411,0.03514962112604418,-0.009355336178605976,-0.023362103325391306,-0.05259736909570753,0.02489000816942106,-0.008635935417632135,-0.028719443770874632,-0.05812233325290342,-0.07912799028072488,-0.02011015639999436,-0.06609401926173555,-0.015805186517061906,-0.042295721911825804,-0.05843378659587027,0.045430247490921456,0.0318365920998274,0.05515617794766808,0.024242124036543366,-0.08595143283795302,0.012616729233976644,-0.03474230449151652,-0.011863080083147494,-0.0009957225500765651,-0.05347672483026364,-0.03768332981634796,-0.05342980056711834,-0.03903279819714984,-0.0651949243119575,-0.051520941667834136,0.01626625065571935,0.039520270487970285,0.007081523925327721,-0.014766972483582984,0.035507133360142086,0.03535752203549783,-0.006101529949096981,-0.0855955731722521,-0.03415209125160638,-0.028527125042906668,-0.08348483532616346,-0.09199242373281077
stock_007,-0.01824687703904641,-0.08582256561679616,-0.0032891125047061313,0.0030258244385378847,-0.007962933745593474,-0.013749261188586968,-0.0025332838225563224,-0.040066572848091286,-0.04055544166417019,-0.0006628562558742626,-0.04231748673170658,-0.06441306884244288,0.0067649379577835195,-0.012924188567209963,0.012534438868009503,-0.01436912610384405,-0.044306089177174206,0.010088286786690367,0.005824992847989527,0.03419452989469064,0.0007601786171125904,-0.0024065496832572607,-0.008548653130641234,-0.022262789639577108,-0.02308601634978612,-0.002352251897904962,-0.027929217496158138,-0.03842828332891225,-0.062322419314636945,-0.05218184052491756,-0.06799529341260255,-0.09134983534066116,-0.0035321576934655586,-0.030217952315127805,-0.04470690973237752,-0.02782952408215967,-0.040274687505999496,-0.043638682164197626,-0.05188467631682215,0.020961798788092505,0.014019423827205365,-0.054460248751865295,-0.04083150983987016,0.0052078323488622975,-0.00411225089846393,0.00011287492888863507,-0.0716818258906921,-0.07402791880988854,-0.06599122883998979,-0.024510149816046174,-0.06195197009288043,-0.028598635317619713,-0.019865929641260244,0.00801896511909104,-0.0016278596332847256,0.008837171630918982,0.05297388402785215,-0.03012587769983604,-0.029123885850811423,-0.01954023587190891,-0.01395723732213243,0.017739878317007643,-0.0375753499302804,0.005977289769640671,-0.01762741546637029,-0.02744825140189685,-0.07137088704727676,-0.05894440915491091,0.019863552262643122,-0.03831308172361621,0.017358263232638158,-0.06591005369267017,0.019576209817765297,0.015401331094966601,0.026264216434589698,-0.04538109266569241,0.0011880040692673066,-0.0630830937103917,-0.05474610758476062,-0.06265062047782594
stock_008,0.026989215339691456,-0.05215074179065912,-0.03597640685815172,0.017814058458295496,-0.03781190231136102,-0.024360106210283887,0.022815571773850768,-0.02808508268660881,-0.1,0.004334839201116162,-0.022212456262674672,-0.07113060442502199,0.02373856501128986,0.04270556315821482,0.023353287567739352,0.027332405578716704,-0.08073163788561394,-0.0135604610951944,0.023321098980606303,0.04428882207333441,-0.006911760274282813,-0.1,0.0043181281399912105,-0.052352517903122675,-0.007532976815116343,0.020647620518923188,-0.04641268346733882,-0.035048748450344294,-0.013760591604880133,-0.022190752123740942,-0.0239558910479354,-0.028872597848967233,-0.01830297596029405,-0.08240579719102416,-0.0302257463125059,-0.0419101533389249,-0.1,-0.03737308883950763,-0.013054651189171627,-0.016252711416436166,0.006744526978657676,0.01141654462951099,-0.04010675304091838,-0.056089870422406034,0.0033891921932207025,0.00626256912483043,-0.019830071943280854,-0.03661032842860793,0.010510969104337894,-0.01373320585565958,-0.013653941875194156,0.011787187916920627,-0.03156355039657141,-0.008631580424039505,-0.013053156789925713,0.059995873583031746,0.0634083842336745,-0.06732869820287869,-0.06780627276833344,-0.05013480139325245,-0.049709284942165644,-0.005399278564750285,-0.024302773489256982,-0.022700145779377904,-0.052383984159952796,-0.01778932049439109,-0.03535007971087033,-0.09134914962654092,-0.002527238725246366,0.01782621292931378,-0.01206772519431589,-0.009162368711600857,0.07338807220581252,0.011076906966403191,0.0015055211037185746,-0.07068072194754457,-0.006941631523219261,-0.045112879987927276,-0.045476426161178064,-0.05646613276515418
stock_009,-0.031432321315099425,-0.009349616371600651,0.01086470792012948,-0.027311433995199245,-0.039901649798790746,-0.013638279363048636,-0.0294690063941384,-0.05627024912401615,-0.03723728643883854,-0.07498982443055513,0.00895708186186795,0.024064443462298586,0.03149643271304021,0.00235158009500969,-0.0525204545677711,0.026429085888159336,0.028244834588980444,0.024121727154367712,0.03360856652757964,-0.006541323129739757,-0.012649290179182753,0.046947797500313714,-0.07785125478048906,-0.04019824448423599,-0.05876867729369667,-0.019253462334434288,-0.027173927612557866,-0.057025689534293905,0.0017773132391376064,-0.06447937533932145,-0.019728419751217925,-0.023247381820679126,-0.022161794257899478,-0.04708503135271707,-0.0013359116096781027,0.02460924885960137,0.005669298459021924,0.01667492945447069,-0.01900847425521907,-0.015208046746376665,-0.03318440293615779,-0.00020508346094348304,-0.039812993423931235,-0.007720409689106034,-0.02367222225610098,-0.0452984114607972,-0.023008179893592412,-0.004708498573250144,-0.0003586905912780769,-0.03744517287616335,-0.023748624765721586,-0.08869598332689158,-0.02571885538532942,-0.027160161788912653,-0.01660305828850105,-0.03067509302961358,-0.04985515140701227,-0.07209796317033097,-0.026962354979834346,0.033221150419114304,0.004618207536786807,-0.0137282593490544,0.02279969287362278,-0.022679803967909584,-0.03595513720886868,0.02525385383299565,0.029717285327611035,-0.026892428177927228,0.01066364676372187,-0.0486972213456147,0.014886266315055924,-0.05231138366693598,-0.017513818934547253,0.00013584482382269537,0.008922524494753507,-0.0609638138984204,-0.05688131933710749,-0.0012349528093187172,0.05372798089810716,0.02374525868088974
