stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19
stock_000,0.040793828540105805,-0.006198458585355723,-0.040727247242246606,0.014493671273870454,-0.009042397957103446,0.018381251886171603,-0.01180310411679527,-0.00034146769934567493,-0.06605374992594151,0.0050848451948197065,-0.07649580751163111,0.01283999833626573,-0.024347076762782055,0.034584357966113866,0.002049495515667701,0.0297032348130497,0.012166607896653666,-0.0013290404121471186,-0.008239596577774726,0.030879000321248202
stock_001,0.007462280559024885,-0.05847103925977648,-0.028763507087984773,-0.01174402876892642,0.013110820434585946,-0.022796672851330513,0.03165808147273941,-0.006029265881999013,-0.005900810976808533,-0.05542876591763598,0.007507767066569457,-0.02379254930849445,-0.045434947322774054,0.005455773592515149,0.032812567024849734,0.014387017342689247,-0.010656815289393183,-0.020951917568666226,0.01656185457696708,-0.022585168743189454
stock_002,0.006310707820451336,-0.005714398551206687,-0.1,0.005832550989458993,-0.03969254156598424,-0.013782951113646398,0.014382884573989129,0.025112827542465504,-0.004143498642789005,-0.007763362729084185,0.0035336776836760973,0.023554016696927974,0.01110834044853428,0.01638050502886627,-0.02100361208785784,-0.0003401227880221059,0.014249224267939934,-0.00793966311236836,-0.04371446843791994,-0.005566823882577197
stock_003,-0.04860595839772975,-0.026108524093810603,-0.00990410212031322,-0.011611251865510446,0.0006726275273880415,0.011790193246178797,0.035770583287390884,-0.026912360740433666,-0.00853390049776731,-0.014260868731228907,-0.011821617354376873,-0.04572190498538505,-0.046795136609603896,0.007194388279646393,-0.03779313576108244,-0.005052060360672692,-0.005784303355114663,-0.019440523958195746,0.013744336728177136,-0.037270075065431035
stock_004,0.012327391536104555,-0.04413726198347712,-0.024603605093918415,-0.0006550164165508871,-0.02715409470864937,-0.02605924673621578,-0.029240207546463448,-0.0584652557575471,-0.007784005492387469,-0.09968608413855327,0.003988135466764502,0.0024452183077097508,0.0245813580579744,0.0621036534878142,0.02487762267257106,-0.014603740401912367,0.06368897392311276,-0.04014912434126601,-0.061878645721042264,0.03643242394456864
stock_005,0.005341800183065605,-0.07440658120654474,-0.04721619434562848,-0.0004446492984974664,-0.041775329241489495,-0.02309343492586083,0.029023393523399794,0.039300343776548965,-0.013069893674921979,-0.025548638998599625,0.006084868922597578,-0.02704915105363279,-0.07159765040538874,-0.06119897758004218,-0.000515701507313274,0.024683003360553873,0.011673895917174115,0.008373268061189976,0.008243145765099567,0.023833536517226785
stock_006,-0.006985646022624835,-0.025812726426245693,-0.014467567020194607,-0.010626671276201751,-0.06197179749637089,0.019973116703252653,-0.025110895039589624,-0.028726184350325163,-0.02899690893623851,-0.0517501549157226,-0.015542798188685586,-0.0009587036496957035,-0.022857678092688516,0.02799987463674189,-0.0038988219203667483,-0.03786505484174013,0.04379855030316757,-0.01100175589828958,0.01083856846496668,0.016969201685863727
stock_007,-0.03522694738458673,-0.0438004634859182,0.012254110370228064,0.04081370412900573,-0.02029315258214975,-0.023899286024752664,0.026559569808232854,-0.03351274000524681,-0.008918614806064378,-0.029244004809589264,-0.006826623009781616,-0.03767135175323636,-0.015136194099571473,-0.013900313453973762,0.021398768935086413,0.005857418710723709,0.03118310575131482,-0.03636086814634545,-0.01612587300317969,0.010389810768408916
stock_008,0.00991190457511283,-0.06768404424526085,-0.004446241424329117,-0.023668737866308603,0.000747359206921365,0.04055909373588029,-0.08147202617116087,-0.0326447669386393,-0.009138550748962141,-0.015647424286492958,0.012497548250687995,-0.012947954483232809,-0.019646166611730062,-0.02455170646454913,-0.024695924472779372,-0.017104979594234456,-0.0035955086794896996,-0.006947609952793298,-0.014839602538430282,-0.021666055385171558
stock_009,-0.03261078061992499,-0.05280262369492611,-0.03846550450527507,-0.057273805752777636,-0.0049109411121612614,0.010616497637448704,-0.05164774643052403,0.0026710856009972903,-0.013278630335853268,-0.039436130615547155,-0.0019926862927012318,-0.01197271953065943,-0.007905834382270278,0.020001924357263213,0.00040551605354808814,0.0011747670084027249,-0.0004156562722182184,0.018793584650012338,-0.03678675054591654,-0.033348432183845395
