t,market_index,price_std,price_min,price_max,MKT,SMB,HML
t_0,99.6905123247293,3.234976724878045,90.0,110.00000000000001,-0.004183707652048154,-0.0004055870635001819,0.001329816649299384
t_1,100.43355858739204,4.6925106952330475,82.02367046574803,118.77406658363489,0.004172374700865946,0.007473002383711331,-0.0011201781361117177
t_2,102.60347213034771,5.841854409125512,83.04192907443672,126.67906031013435,0.01667830749601628,0.009990052413544184,-0.004231309410756279
t_3,104.13477425856642,7.065204529919592,80.18155196651249,136.59277737115667,0.013988947080346367,0.003908665682877929,-0.0012303845348017235
t_4,104.83412039474905,8.23713714452877,78.20073477992251,137.61353506355684,0.0039673266710450635,0.004055135964994805,-0.004144762154834596
t_5,105.36948242227689,9.295582890250015,77.22836215582545,141.68593721851263,-0.0005877619871946975,0.01847000315332633,-0.00368463429420156
t_6,107.79942953217825,10.560759856190622,73.06499056970365,147.7100793944247,0.011931685519244624,0.02105765300071861,0.005909044685938034
t_7,110.44696395294949,11.747316735520101,77.9040984415087,157.2451993650091,0.018398540564582337,0.015261078263548174,0.010667015962582387
t_8,113.02245067105102,12.52851137277628,76.67098430710772,165.59303987292745,0.018620580500319173,0.01220373217577965,-0.005216958834585636
t_9,115.26116085513661,13.8922661328204,76.79544342368284,177.45490964895347,0.012612975452493787,0.016276346371752733,5.2921668799689285e-05
t_10,115.99529616350206,15.287144554123007,70.99254772051479,177.13443690624769,-0.0017436739676367028,0.015746810351438104,0.007173992824907224
t_11,116.82285078983935,16.367689003752407,68.12715619801844,181.33181783004707,-0.0029955687898275078,0.018016809799742017,-0.005007433647591496
t_12,117.58911880814097,17.716784042402185,63.53180455457751,196.17541200829726,-0.0009659156170343582,0.013334357271179115,0.001062983609200879
t_13,118.3189541589449,18.81924252776678,64.70342135569436,207.63730143816403,0.00623919155218762,0.0016484110417522473,-0.008056958515751535
t_14,120.34863512466656,19.72738186959206,63.60921838542025,220.1039798666157,0.015573447324792045,0.005213396894632155,-0.0014939190362544639
