t,market_index,MKT,SMB,HML
t_0,98.98439311496072,-0.003150259517313833,-0.013624787403091313,-0.0018953466890271379
t_1,96.06189651330584,-0.028096705624035517,-0.008282095314683945,-0.004055811283927605
t_2,93.09558255960438,-0.038086220655800765,0.01278925625733866,0.0038702239630688663
t_3,90.97780339191594,-0.025276994879708938,0.00915609112490186,0.006688073772360308
t_4,88.38612151701744,-0.022144945471453792,-0.014309134750643574,0.0010258011379899869
t_5,86.76622111673318,-0.017965629945618247,-0.0036768777057047067,-0.013959086062706558
t_6,86.41634289303919,-0.017217727243183933,0.033477996780444205,-0.00962746299967801
t_7,83.863230377901,-0.03677184597101876,0.020971623915365813,-0.004451957830043741
t_8,79.22827054947524,-0.05545523773547041,-0.007694169289398441,0.0044132128108722414
t_9,76.82085420874662,-0.032083226836634865,0.007620384090412713,-0.006232526594522444
t_10,75.9726622929117,-0.01179529170274072,-0.005905354221036481,-0.015495376929524263
t_11,73.98881012537483,-0.02059305073844905,-0.01653608058956108,-0.009237387787697723
t_12,74.11162588715811,-0.000783413587748371,0.007343964452533061,-0.004769378245123044
t_13,73.10518762250115,-0.014138087195883187,-0.0035570849951804284,0.013826490716036107
t_14,71.24843504061644,-0.02874148351447358,0.012189410217870338,0.005892036026395132
t_15,69.85146656566313,-0.011854362433369384,-0.019267767561546325,0.00951816071177655
t_16,68.94596645584451,-0.0028286302062130956,-0.03832238853376735,-0.008521501575762088
t_17,67.76339409915093,-0.016639264179670002,-0.0023188247932456364,-0.005233137976569987
t_18,68.62429571924352,0.008794309179586821,0.006666169144798816,-0.00047234359685299326
t_19,69.4801589817762,0.003461816374115567,0.0362598448917448,0.006299795168808281
t_20,69.27689251173551,0.007113375683056125,-0.023365516886880714,0.028619057019262324
t_21,67.7043348435371,-0.024724321961804366,-0.006481388238793644,-0.012151219936748763
t_22,64.976785198069,-0.04010832458983951,-0.0006743561182688956,-0.006943230741136251
t_23,63.342224363301746,-0.027632356391895492,0.005264372538637431,0.008768631474243352
t_24,61.55255555911293,-0.030081238109689025,-0.00065788339900746,-0.006529875616354065
t_25,61.613775425812776,-0.010020934427961072,0.026493316946741317,0.0008491686455363349
t_26,58.964079708816,-0.03950341575912372,-0.017019028269030234,0.007962706499839784
t_27,56.6580979281939,-0.04251942287961436,0.010106928533132005,-0.006303099355430415
t_28,56.63308844043556,0.0046847167231655745,-0.017103828876354987,-0.006921645739377282
t_29,54.46601337510587,-0.033201236877214,-0.012956466204265459,0.005483499900636775
t_30,52.255730226344234,-0.03823343067389588,-0.014817757960671326,0.00021134298123773928
t_31,51.17686594580125,-0.017768456932772084,-0.008873106023855036,-0.0032425253523411493
t_32,50.799457155381134,-0.020395290309248665,0.026571093739571908,0.002804826713281536
t_33,48.535928577380304,-0.04194676644563607,-0.014473004202026574,-0.001151483618717592
t_34,47.07079623761918,-0.02263308135623411,-0.03465108271169348,0.0008969715836037258
t_35,46.43408681927451,-0.004524728341438838,-0.03204853218845121,0.003906750608992649
t_36,44.27561079899086,-0.0338281396771868,-0.04523840448064605,-0.012570204649010513
t_37,44.334206007745614,0.008788000080233616,-0.032572448324547504,0.012846121821168378
t_38,43.60104630974266,-0.009345476997197871,-0.012989566127961382,0.016199168653623364
t_39,43.25689682878677,-0.011976366300448939,0.018089644109627143,0.011662988589901294
t_40,42.93323012099782,-0.010210303307864956,0.012769077487028763,0.0035793537841144335
t_41,42.628826855795154,-0.001465704520443558,-0.020335254678334885,0.0025981072162432235
t_42,40.54136289345186,-0.048971130148637645,0.0041254709166304825,-0.0008200938657562125
t_43,39.1085912822244,-0.042741373902093996,0.026576763650036233,-0.006540098072546517
t_44,38.60588101349697,-0.016501812552822202,0.0028141730895695086,-0.011497756747142537
t_45,37.64959088261832,-0.026807648343540814,0.0037881934514011335,-0.005069460034399847
t_46,36.20461475131906,-0.03421103817257003,-0.024768630461301535,0.009599805565736787
t_47,34.82542766650667,-0.03856479840673756,-0.005912139601851973,-6.735981152257821e-05
t_48,33.63067654729787,-0.034093250592702226,-0.013280402900724055,-0.009937096692684297
t_49,32.493556692325484,-0.030833892329430308,-0.01748921229954259,0.01934815210271931
t_50,30.27950203268957,-0.06805615776599783,-0.02922288289601371,-0.0010325363854938197
t_51,29.298619618017252,-0.0388347457672643,0.007570498860456722,0.003232904255352139
t_52,27.61251887638179,-0.06016336452949691,-0.007887238559476775,-0.006384197404664598
t_53,27.33819890758412,-0.016584384566874954,0.024335871049002613,-0.008115189100838811
t_54,26.95135276614579,-0.02285730334211859,0.02917926604405575,-0.0004665565150364231
t_55,26.886421674574777,-0.017162033175191792,0.056914301328827965,0.02296533100457166
t_56,26.93017902233153,-0.013693562317377533,0.06129398676883013,0.02676853335006597
t_57,25.176894768673396,-0.07311523466887021,0.004225685671214823,0.001962227973684852
t_58,24.114665010131848,-0.03485763118998872,-0.031532957036764585,-0.00886985100690411
t_59,23.43419065988635,-0.018782936481701783,-0.029104275906290805,0.0011081903307066324
t_60,22.976607849129877,-0.018268012637362344,-0.011775684676231031,-0.011790918724961151
t_61,22.425891958478694,-0.02197742144972269,-0.0035518531532789683,-0.000390507647611085
t_62,22.252075841177,-0.009321210537515372,-0.004495968537748486,0.010152279510948874
t_63,21.89869665837167,-0.013192282956629074,-0.012612731060534198,0.003428153050656199
t_64,21.381384076438643,-0.0283664557522109,-0.000736090743060443,0.0038093004448538316
t_65,21.187920599428608,0.0018952172229073153,-0.03201130228177623,0.015553243667730332
t_66,20.515078454761536,-0.025582279358643382,-0.014928567738324856,-0.006824345935017507
t_67,19.5860179491077,-0.04051288054720033,-0.03373703980599939,0.0005679335279004973
t_68,19.568360700626013,0.0020497550518505728,-0.010231915613589203,0.005805619458078795
t_69,19.67133921082039,0.0007368920312152121,0.01423877470468251,0.006104340939400004
t_70,19.45317168711558,-0.013386441369221833,0.008271266638728247,0.002090097420917569
t_71,19.242753482069805,-0.012534202722988028,0.002076044758805822,0.014951596914071084
t_72,19.742480686150543,0.017489935545506548,0.03899494308242611,0.010129964355476135
t_73,19.739918260296378,-0.005861192273275587,0.02089687058239451,-0.010524471457662977
t_74,19.812089365035405,0.006533722442841837,-0.019590887623251403,-0.01477487206513625
t_75,19.246909260146527,-0.024506148651326665,-0.022198122370455476,-0.005272075148666608
t_76,19.0317936531731,-0.015534925576849167,0.003107095474081757,0.011372386739706858
t_77,18.776035109561608,-0.0047681284011139875,-0.034107974347095116,0.013268191853204086
t_78,18.578072035643483,0.002513888815895678,-0.05180953303612239,0.006193353036959157
t_79,17.902256369827093,-0.027213498689498305,-0.03941107580968779,-0.00021409465853854386
