stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80
stock_000,93.7733834193745,90.64871461205293,91.04086470049619,90.07560057061139,84.14821756829062,81.5651253131591,78.59054173979933,77.4436750771657,79.74841261212573,79.9017673857596,71.91159064718364,68.29692977433241,64.93723100137599,63.3048594334735,66.04223501396471,65.53391410454522,62.17158865787387,62.073958308196765,58.86451927213383,56.75383050365353,58.88982090140167,56.09123998149002,57.589533532730805,58.63748996352414,58.411346066965194,57.512313956014175,55.793502496082525,55.387098176978164,51.49779107545412,52.64757162933522,55.243241205964864,53.04968925967886,51.67798529465817,51.20073053543208,52.2286284146202,53.64586078007313,52.22755620062652,54.257170422565636,55.99009039987014,56.81762521715075,54.76929380201614,53.170057480004225,53.38975617656017,52.394846111029814,54.08627368182815,52.62289390057397,52.25632629759533,49.90658566873207,48.078665471553194,47.90837957133373,48.47608703303019,50.879396394205926,52.023947771989896,51.630987746571506,51.327073104417515,53.14721369833237,55.337279984071046,57.22773919674236,57.322255757043145,58.26788324210415,57.82417936131753,55.155627213190996,55.62054673356199,56.99373508970072,56.33862110096529,55.69994563848389,51.91885770637972,50.898660493540596,50.76594289897336,52.12876563577339,50.002879799920606,53.1006928228075,53.80317117515887,50.192790685217666,47.973316818062145,47.38814307220705,47.514187757712904,47.942604493823765,48.1989598471071,48.26127290136993,47.485999962386316
stock_001,94.98849786915093,94.76196786502014,96.42207291366933,99.35530008237866,100.55303578400006,97.05811238439384,95.13622553102454,89.8105539408712,87.92582845092538,86.44778068031177,80.00597661917199,77.00358836915179,75.46684830064599,77.45648924038098,75.6099782385164,71.87671845461203,68.28774391412782,66.80009622532937,69.82604239691838,67.7602910869278,72.2679173096546,71.88806054047923,70.75531378601205,70.67782362702842,72.31924520453438,69.66070791278369,73.4054381615178,74.06603017947197,70.58299362052274,70.22396497421272,71.9630216458019,74.54957698610092,74.20766185137317,72.24806992635739,71.8743497502859,68.18557977811676,67.76397489490394,66.34674273331618,67.17439641831791,70.2480120751511,71.93112747153036,69.37949202590949,70.13637171498017,69.65303192319688,66.044150898391,64.1701228792662,64.1361473435386,63.35930783980001,63.1532930551577,61.68158486773459,61.96351019141699,61.06852182043198,59.58815113372888,58.84449807600967,57.645434113456616,59.35717079929655,62.28532341674972,61.040561435712895,61.05581470001152,62.918101366325914,61.535990713286786,61.96550335934033,66.05760422663106,66.00443867622961,66.74716530088877,68.75274297866513,66.26628501817545,65.24389925209056,65.29301198112138,64.76438637854164,62.52477813465526,62.62601508208081,61.11931278862349,58.599967720816096,53.450913818422066,52.67412051474061,54.329643548115484,54.95669184476644,53.1831605507551,55.781377082601686,52.672329435535524
stock_002,97.40778325452838,95.81262310861193,99.05209736636485,98.09507499392312,102.06022629282573,94.139566115146,89.84285847529895,89.99178572913742,95.83698314220945,98.21375576741214,95.4343090606013,89.98819545467971,85.68139243860456,87.81757985524638,90.42458963373005,90.201619330321,86.68619096748711,87.43872312564059,87.45622398460145,87.94835850113502,89.00532971406417,88.48700501594357,86.2834784794831,87.0652635437531,86.50392757735838,86.99505168591521,83.55840747570036,85.24846489272035,84.66263899793329,86.16526668193403,86.83507170490701,82.9482572474923,84.94284905759842,83.38845242592917,81.3261902948809,84.71925565032691,82.71178758244425,82.19242639561038,83.04586483241208,85.31088536814492,84.32764985773784,78.53086213277702,76.75994638957157,76.42114255309642,75.53535359657207,75.16171792668075,76.6367245828375,74.88082600304676,73.62272476595749,76.48970596028909,78.82374608288644,78.70006534228853,80.08350822643166,78.9297421681761,77.79175382029352,78.95361900182904,82.79169903804596,84.09996501444898,81.18533926248104,79.97936339661096,76.84141016690248,80.1652998362794,82.20157490933039,80.61050346728766,83.23576160559689,84.98056759978796,80.9671389507285,80.92302237784654,81.22441219529256,80.8204382506634,77.02925404473035,74.60956643728291,76.99325208596501,75.32509304527112,70.10547317050414,69.85942524276547,70.12299862838846,68.281530900071,67.87839899236855,68.96491637432247,62.85408273162026
stock_003,101.10996493252327,103.00780015301041,105.49423905877767,106.51874310264209,106.91119093274875,101.17564162059857,96.22554563587546,97.94164398088401,97.09578290960557,94.85684809514898,92.45369743441647,84.51317107452314,80.50992386391796,80.07702582481689,80.88373096125227,82.59591763740657,79.91519029414629,78.36300884977895,73.85606070792949,68.66377887265514,70.06698730796676,67.29320771631589,65.93661418607138,67.23255090119585,64.21093915712163,65.9133948372561,67.49038795074335,66.82180859437032,65.24166770930883,64.22576796423085,63.11488323313585,59.21237244812098,55.62070314852702,55.2370432472099,52.38357993997186,52.82818195997173,50.937249286908646,50.19495764635953,50.420570108376616,49.00371429805107,49.97896413023345,50.35284243721011,49.02598368979976,49.279491118685726,46.06582880514346,43.204465774022125,44.831316737744594,42.835593412285874,39.9457529052087,39.92920176952933,40.92472373752727,40.96766646056709,42.01791840524356,42.5727213197671,42.25567850732636,43.43742821698255,46.68342583051506,49.42585034753475,47.40054345172184,48.245524686426165,46.28526705505258,45.570542123883335,46.80354548180802,45.66334692158384,47.13092017214782,46.21919675606482,45.689234052139575,43.92069887394041,43.40817477781646,44.57290349418756,42.41497396549036,41.57630617135129,43.092923931258746,41.59548900553163,39.150390166752985,38.689975956996825,39.488394072024676,38.62465991129464,38.39576108367857,38.20583763419966,36.74085029777608
stock_004,96.99165036625541,97.1009326016212,96.81993645951297,98.70639034004331,98.53810779990386,96.182394627401,89.93976777490175,90.18100938824445,94.2063467420539,95.86558014002492,90.89781363971085,87.95473437676063,84.26182189939286,83.57777923226026,85.26844861106991,85.9477321248019,79.07004322700976,78.90220351723642,77.3842684408268,79.22963864727605,82.64151749019283,84.00081528976445,84.09537017829932,82.9506045969513,79.11054727702314,78.66461338580318,77.94840646556922,73.18346309364233,69.43074677191564,71.93450363614585,69.96430827368087,69.14358505868206,68.56125069786255,68.81609588646043,67.62886748413649,66.50053240529154,64.87422518706987,63.76494316180294,62.82858595628497,63.978997253213976,66.99464278958283,65.51095233982757,65.78290943665532,67.0516581267641,65.37279497814853,62.32145091967915,60.95633553769009,58.42867198316729,57.17586829068704,57.50850860120909,57.037395211932775,58.74563112082775,58.14997233622512,54.595469201833865,53.792642964651485,55.689075727735066,61.25798330050858,64.23345422504194,65.28438701735767,68.00610110046242,68.25442266607337,65.50435442860848,65.64981396830903,70.35316530947046,69.41154898655842,70.29706344399382,71.75335686264934,71.96281788326743,70.48338221427241,72.420201049873,69.91844580789962,69.7614918714244,71.55942805272808,68.36836473976722,67.64745447028253,66.64435461881922,69.51112999249726,73.8469203607311,74.77715014473888,71.7949417153472,70.41328317286454
stock_005,99.52883262359795,101.50547879844439,100.78902394474203,99.28768489124157,98.4270454933847,98.46187150068145,96.87572785335146,96.03389914364894,96.54236895706832,95.56876021107558,94.81696700183403,91.55355016664016,93.15667197082223,93.97385856410325,95.33024386307633,98.7119848885951,96.0170836411502,99.73470454297984,95.50119789366093,95.09888933356615,94.57702529837933,96.61619763295354,100.00428721492983,102.42376077141395,104.39388216700063,101.2640200956953,104.78311484487635,105.96169304190728,108.69994934040898,111.40107860195629,113.11048544269065,110.28072737031566,114.48172475927615,111.21464070695589,109.45730518963173,109.36466958990657,100.52138466981059,101.99008448649927,99.58987775240703,104.74267474518679,103.4741749875011,103.11193116218807,105.95641145179196,111.77286785869165,107.38456153329184,104.56429791921232,108.5965658833858,110.02562661220749,109.9905225596938,115.90320797049354,117.12658873649299,119.33282039129004,123.80566989016737,117.50679686533046,111.9424009437631,113.5953828958311,124.95492118541421,137.1617136809429,139.7156792652082,132.88534540169366,131.65927975557625,129.9455698333079,127.85365805058854,132.68204289063638,138.6324601245659,138.81890561603663,142.09139255061064,139.16941439475806,138.23792951512075,134.03030208360843,131.55176605597526,128.25668052873698,128.81402210965663,121.32938694683784,124.44512115016796,118.88638016103877,121.1828360501218,124.6897637270889,120.07999954542694,120.84720976614439,115.29061652481076
stock_006,98.34993600339281,97.50565063981615,98.31574562645453,96.5867396062727,98.46527417560972,100.80286319319178,101.64172714421981,101.83007791136532,100.61963045596224,101.73444658256055,96.854531411861,90.22068963711264,86.30070684894957,84.86483649288081,87.02177404663955,85.32993294900821,81.11023787651264,79.79079919829084,80.12478332536004,77.2563504646732,75.55225570284347,76.03635467449536,75.90384751445234,75.40936550540766,75.16723523311474,70.43398366871645,70.5239506019247,68.96171207430764,65.81284448569582,63.81787967220894,66.49397326367927,65.1571904404431,61.08616500593781,60.220498799572994,56.45321167432386,54.23107354792702,53.641922193120244,50.213203693040576,50.243173708940944,50.83632434775281,49.08987807669788,46.693679665340646,48.82967656364337,49.345814512095956,47.85464921804063,46.8958036561263,45.87100540275367,45.329154350264986,44.89819392785815,44.24688252816944,47.67461058003207,49.5791628032115,50.66734027351229,51.03381589119554,50.56404158443927,52.197111993276444,53.58578779858159,56.534594657194866,56.10856840663912,55.25031146437714,53.28132753053282,50.91851012336043,49.14038898433531,47.351148929564914,47.79300453125422,47.8571910489096,45.29773090924645,44.98685884310896,46.083785127015354,45.27761765262442,45.826886008349355,44.9037607339903,47.06883554857351,45.56426485484364,41.929147239837135,42.675041635293525,42.96117964557872,40.25755314071234,38.05772918451192,37.396033711045106,34.16787848703555
stock_007,95.00643474671668,96.48745911385352,99.49189079945437,96.83133160211085,95.31304337430072,95.66361167676226,95.42469555641985,93.84670061863861,93.08340079327546,94.19463138509964,90.76042319182702,88.38594093559405,85.86360730084039,86.67901390714029,82.50748042407864,79.46611163898571,76.55010798339708,75.92545227694586,78.28011213367569,78.01028922565435,78.29646479221081,78.20359048774384,80.10193065181785,79.57821691422613,77.46914864919508,80.1334022152643,80.10611591154695,80.43031604019671,74.48843983802246,74.5758944645114,68.96550398611238,65.33348509311712,62.067567240561466,59.43768169718129,57.26802482414209,55.40368382562479,53.10363255200081,51.9763718397696,54.24491677535877,54.84703379350752,55.77373168690841,54.8126135581644,55.98540191343038,54.96239864753514,53.757840289607216,51.44075779923936,51.27276445177999,51.44524237601354,49.79926229639862,49.83458144502909,49.94926950285256,50.42899336062801,49.90188138150207,47.884074355495905,50.492050458767224,54.25228936312051,56.37260059127816,56.86951683207971,54.59864868579276,51.583082117737106,50.0584961837782,49.92650494618528,48.49565612461492,49.26270891115334,46.296590964338776,45.62118522374948,44.06132856283795,43.73759093710088,39.72621849021974,38.449677023704375,36.89947381407032,38.57068900150345,37.8720736168174,35.42663979742194,33.58121790070664,33.47758609796677,33.541149808814104,32.226225962875944,30.915680121081515,29.284257631044017,27.895825846279966
stock_008,99.21791379945604,98.62232085575641,99.35356388325187,97.85417350136854,95.34579310873244,95.95904029255222,94.00006272977095,94.04853971239196,96.95447261506618,93.86315539235432,89.24785766078875,82.63359443870108,84.70236593106779,83.2379603491714,85.13715583980442,88.30193145768072,80.98707959865403,79.06889079517337,75.57258753917503,74.62562499139915,73.42330979311191,74.79175673127803,75.69450314854039,79.14046659039397,78.94478940408811,77.68447836829584,79.85461916288038,79.49124166159139,76.40372382106295,76.84261949488969,78.08443207545517,76.52951491775116,78.42967247680151,76.85970098403888,74.1416737073302,72.2587917546535,69.52758788975576,65.30981581272745,65.79725318905327,66.49866644937727,63.86862870972775,62.647102947085926,64.16482532395256,65.0677201610842,64.2623148752341,65.53464691151893,62.10593352627649,63.3915269267516,58.53479608781594,57.52950405616023,55.47417865363748,58.05982112190604,58.40037093270898,58.38101198221601,58.61739155725257,60.9300511524377,63.690916412496094,67.96100532889758,67.62486306358383,64.84765900954807,60.45150194117538,61.48058112335643,61.290039727009116,59.645857111061424,61.07092940661759,62.73767044651063,61.539539737713774,62.65725516401871,61.12552823723838,63.10408813069069,62.845565554373835,62.296820566107705,64.40179949401497,63.90977015899835,60.68320367644011,60.19257661455118,59.564148111625215,55.23519511945943,51.92206505922819,49.484132882603824,45.8614416588962
stock_009,100.7073377310638,98.87093894111632,99.40910336534344,100.06027684994055,99.7486626131384,99.13850988477087,99.63023751207831,101.03052281420396,99.55338656424323,100.94041657111579,95.4927087817425,95.4854092256531,92.21395109296097,88.40621262553202,89.5681210845611,89.77596656183336,84.77162843017285,84.45104681642911,84.98817218316285,85.39054664742301,80.60998725897292,79.29495799363602,78.20582395559373,74.69025515950645,71.85395033917655,75.1026403748401,74.3794227337933,74.84132487699495,69.4640850666762,72.36537488191837,72.63798932724734,70.72632481544858,72.4618389490004,74.46452215420487,68.55321589963695,68.01107467627304,63.92667267564201,58.478343441116735,60.595594048779596,61.34662216746406,60.0950523119828,61.02655745177864,61.06259853585569,60.72014340505625,61.030841283082616,58.06115009972389,57.548820817897884,55.43701844666251,53.01434353839991,53.646002578789535,52.84005708019748,54.43844666979554,52.2752600063599,51.98635791119954,51.97504475960937,53.95312573263628,55.960050015100606,59.00198625378521,58.878454352884255,57.06344652428044,54.84178791174979,54.6939766213792,54.66132231470154,50.57412279401609,48.74592593961974,45.735544073208004,44.30574630498885,41.47801536846572,40.94329417115579,39.46180101622623,39.866139579016256,39.324800849526916,40.203324262657176,39.36648975353142,37.135938831880146,36.663883298165395,35.91709925521647,33.36174835122765,30.42407170848568,30.21634552773987,27.711346098829818
