stock_id,t,state,firm_size,book_to_price,alpha,beta_mkt,beta_smb,beta_hml,MKT,SMB,HML,epsilon,raw_return,return,price
stock_000,t_0,0,1.3877829527238548,1.3538823111982792,0.002,1.0189205118129903,-0.20332772272591548,-0.21231780636489878,0.03677493586637572,-0.01939650708179433,0.007219858035633242,0.002572431849825317,0.04445411151806945,0.04445411151806945,104.44541115180695
stock_000,t_1,0,1.6005432543135096,1.016826396503925,0.002,1.0146108851946678,-0.3048842911609081,-0.45108354162783576,0.028141286046694865,-0.03833694047478696,-0.004848022064030657,0.04773903599147845,0.09216668502229806,0.09216668502229806,114.07179846345996
stock_000,t_2,0,1.5526220876676629,1.130335649030912,0.002,1.0168737938287569,-0.283240961846726,-0.3628228042855159,0.04663203775421203,-0.008354754843248241,-0.020507779003152822,-0.022002711074486116,0.03722328475599204,0.03722328475599204,118.31792550029347
stock_000,t_3,0,1.5196968177833017,1.4867019552627008,0.002,1.024452132003528,-0.2679797273205693,-0.1342687816858451,-0.002680841741897172,-0.008251509233456192,-0.011838986304358954,-0.0020532418208126586,0.0010012076029831648,0.0010012076029831648,118.43638630687354
stock_000,t_4,0,1.5044680960937062,1.587445570875484,0.002,1.0261169672903039,-0.260808860780964,-0.07958677827804223,0.03035205976090399,-0.022019639970113847,-0.018953884281215756,0.035965754018461256,0.07636191333254329,0.07636191333254329,127.48041537345864
stock_000,t_5,0,1.4166491797500471,1.4545442101474317,0.002,1.0216896083321076,-0.21798557754616193,-0.15250637667288502,0.029018446206091692,-0.00657714054463508,0.011789596252289439,0.023827792805828286,0.05511137091788811,0.05511137091788811,134.50603582987176
stock_000,t_6,0,1.6694809534665025,0.828171451756271,0.002,1.0097193307935106,-0.3349090935293533,-0.622238255630686,0.00861349934033309,-0.019092786530038056,0.003918662229358516,-0.013924241031597995,0.0007289820378360706,0.0007289820378360706,134.60408831397226
stock_000,t_7,0,1.3099606502318202,0.8641986810453337,0.002,1.0037213355121257,-0.16223793432490485,-0.5867244531378661,-0.0710774633182835,-0.015411980856126993,-0.014797925293029965,0.004479348567468955,-0.05367990527609166,-0.05367990527609166,127.37855360350355
stock_000,t_8,0,1.0252035286738006,0.9340537099255597,0.002,0.9987000946091741,0.012277495903543122,-0.521896595168956,-0.010740255777159327,-0.030313515578389016,0.011300181379832871,3.9987128301744664e-05,-0.014956007582736077,-0.014956007582736077,125.47347898993159
stock_000,t_9,0,1.8906479396336406,0.8102204268543783,0.002,1.012794119773167,-0.4234867520126627,-0.6405144129724797,-0.010362331347963792,0.011368619268523405,-0.002205243123954651,0.005639117347883144,-0.0062577605523698775,-0.0062577605523698775,124.68829600273978
stock_001,t_0,0,1.549252294823519,0.6532480030809543,0.002,1.0003592197786684,-0.28169396596419705,-0.8201158918582743,0.03677493586637572,-0.01939650708179433,0.007219858035633242,-0.013973608719696596,0.024357296124741388,0.024357296124741388,102.43572961247413
stock_001,t_1,0,1.2491209610408145,0.9382668570609035,0.002,1.0047615759438162,-0.12837733180785327,-0.518143209446951,0.028141286046694865,-0.03833694047478696,-0.004848022064030657,-0.0017864080540146905,0.03592243870290429,0.03592243870290429,106.11547083046551
stock_001,t_2,0,1.5317254667268867,1.3018106203818618,0.002,1.020704528090417,-0.27359313746905134,-0.2450274289869557,0.04663203775421203,-0.008354754843248241,-0.020507779003152822,-0.031961047505534274,0.024947256537997474,0.024947256537997474,108.76276070392353
stock_001,t_3,0,1.8423901129589313,1.0976101380227468,0.002,1.0211259675280384,-0.4050773566197997,-0.3873252311206892,-0.002680841741897172,-0.008251509233456192,-0.011838986304358954,0.002702469037361641,0.00989302957486015,0.00989302957486015,109.83875391221088
stock_001,t_4,0,1.314080142278589,1.4598973293649813,0.002,1.0195450906053067,-0.16447347940887969,-0.14944266351377028,0.03035205976090399,-0.022019639970113847,-0.018953884281215756,0.00900041346843664,0.04839987273955731,0.04839987273955731,115.15493562343345
stock_001,t_5,0,1.1997866944834499,0.8751336625429824,0.002,1.0014629541789362,-0.0996863759143854,-0.5762377916803446,0.029018446206091692,-0.00657714054463508,0.011789596252289439,-0.00454838825287768,0.020374551005909552,0.020374551005909552,117.50116573287531
stock_001,t_6,0,0.8207009864519451,0.773527871234093,0.002,0.9863682994186601,0.1706886669767554,-0.6791658432137583,0.00861349934033309,-0.019092786530038056,0.003918662229358516,-0.032301017811695754,-0.02772527893428378,-0.02772527893428378,114.24341313782783
stock_001,t_7,0,1.1784537727287028,1.0062525774350157,0.002,1.0051130898484475,-0.08691269058098253,-0.4598015852813358,-0.0710774633182835,-0.015411980856126993,-0.014797925293029965,0.01977063725702925,-0.04152664528540183,-0.04152664528540183,109.49926744425963
stock_001,t_8,0,1.5385749691671557,0.9547474785120238,0.002,1.0115364474838084,-0.27676993005322825,-0.503621200490002,-0.010740255777159327,-0.030313515578389016,0.011300181379832871,0.007290500759856045,0.0011251992599928236,0.0011251992599928236,109.62247593895766
