stock_id,t,state,characteristic_1,characteristic_2,characteristic_3,mu,alpha,epsilon_variance,beta_mkt,beta_smb,beta_hml,MKT,SMB,HML,epsilon,raw_return,return,price
stock_000,t_0,0,-0.7859644327305179,-0.7804047497277934,-0.7924107439016883,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.8428071134538964,0.009797625136103327,-0.39620537195084415,1.224%,-0.611%,0.230%,2.610%,3.565%,3.565%,103.56507652984766
stock_000,t_1,0,-1.0508074637121585,-0.9933334079390626,-1.0080658349876537,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7898385072575683,-0.09666670396953125,-0.5040329174938268,0.948%,-1.208%,-0.152%,0.521%,1.483%,1.483%,105.10093164938894
stock_000,t_2,0,-1.169903535609162,-1.0933809884834993,-1.141827059815494,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7660192928781676,-0.14669049424174962,-0.570913529907747,1.530%,-0.260%,-0.647%,0.941%,2.540%,2.540%,107.77058755433278
stock_000,t_3,0,-1.2197024843616417,-1.206642898344941,-1.2248404249586722,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7560595031276717,-0.20332144917247053,-0.6124202124793361,-0.031%,-0.256%,-0.373%,2.772%,3.049%,3.049%,111.05635291333832
stock_000,t_4,0,-1.2549293212847548,-1.3717472331155518,-1.3153265492045751,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7490141357430491,-0.2858736165577759,-0.6576632746022876,1.013%,-0.691%,-0.598%,-2.778%,-1.409%,-1.409%,109.49207639362803
stock_000,t_5,0,-1.3439264180926584,-1.4299683724197092,-1.371470792056575,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7312147163814683,-0.3149841862098546,-0.6857353960282875,0.970%,-0.203%,0.375%,6.246%,6.782%,6.782%,116.91807880819673
stock_000,t_6,0,-1.2838556930861642,-1.4814293090144055,-1.333359313561285,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7432288613827671,-0.34071465450720273,-0.6666796567806424,0.325%,-0.599%,0.126%,-1.281%,-0.900%,-0.900%,115.86613187667301
stock_000,t_7,0,-1.435478386802955,-1.4830221526585103,-1.3569183699085348,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.712904322639409,-0.34151107632925515,-0.6784591849542674,-2.195%,-0.483%,-0.466%,-0.877%,-1.941%,-1.941%,113.6167245327846
stock_000,t_8,0,-1.397887611540364,-1.4212908044404604,-1.334396106328552,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7204224776919272,-0.3106454022202302,-0.667198053164276,-0.288%,-0.954%,0.359%,-3.030%,-3.160%,-3.160%,110.02631796202876
stock_000,t_9,0,-1.4295504518361428,-1.4515801304461733,-1.3158789162381297,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7140899096327714,-0.3257900652230866,-0.6579394581190648,-0.276%,0.364%,-0.068%,-2.955%,-3.206%,-3.206%,106.49879081592408
stock_001,t_0,0,-0.8364782594928969,-0.9015411794002752,-0.8929972328402088,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.8327043481014206,-0.05077058970013759,-0.4464986164201044,1.224%,-0.611%,0.230%,2.435%,3.403%,3.403%,103.40315335668686
stock_001,t_1,0,-1.0988780058304797,-1.056172121966953,-1.071902657181902,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.780224398833904,-0.12808606098347652,-0.535951328590951,0.948%,-1.208%,-0.152%,5.675%,6.671%,6.671%,110.30095347817024
stock_001,t_2,0,-1.1728415825457457,-1.2121470380587116,-1.1872243457036336,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7654316834908509,-0.20607351902935578,-0.5936121728518168,1.530%,-0.260%,-0.647%,-1.418%,0.210%,0.210%,110.5330354268943
stock_001,t_3,0,-1.2248116050166944,-1.306456367121377,-1.244289310453917,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7550376789966611,-0.25322818356068844,-0.6221446552269585,-0.031%,-0.256%,-0.373%,0.868%,1.162%,1.162%,111.81714304069233
stock_001,t_4,0,-1.3358430997248503,-1.3709798694227995,-1.3316923254349458,"(-0.5,-0.5,-0.5)",0.020%,2.500%,0.7328313800550299,-0.2854899347113997,-0.6658461627174729,1.013%,-0.691%,-0.598%,0.550%,1.908%,1.908%,113.9507604732903
