stock_id,t_0
stock_000,0.003425160991052139
stock_001,0.049242930463207574
stock_002,0.030754200084032127
stock_003,-0.04367148938819469
stock_004,-0.0055680582072216035
stock_005,-0.008135822027725833
stock_006,-0.030059756262658
stock_007,-0.033392027693059406
stock_008,-0.04933064377382643
stock_009,0.028858273984518037
stock_010,-0.006502340596134127
stock_011,0.006396623988960576
stock_012,-0.01890462516667775
stock_013,-0.017307080830166716
stock_014,0.014442388806852977
stock_015,-0.01511218926547804
stock_016,-0.03623175665721957
stock_017,-0.037191926847107204
stock_018,0.006080100781971805
stock_019,0.03320936203811342
stock_020,0.018810976331357365
stock_021,0.00036079102835997415
stock_022,-0.010630619203553262
stock_023,-0.006616862934758638
stock_024,-0.015531912767789726
stock_025,-0.05716993766155584
stock_026,0.015647846047087133
stock_027,0.003855496878854732
stock_028,0.0054879932357806424
stock_029,0.029182641843350683
stock_030,-0.007756339112009855
stock_031,-0.006268515156771001
stock_032,-0.009182215726838966
stock_033,-0.041238159897092105
stock_034,-0.02138887548358377
stock_035,-0.008012908806591513
stock_036,-0.00031323416070971714
stock_037,0.02881347737754473
stock_038,0.005117727046231466
stock_039,-0.01257533907111891
stock_040,0.0004686182373897455
stock_041,-0.0037928255800588574
stock_042,-0.01449757697019734
stock_043,-0.028581523337627156
stock_044,-0.03204688431494654
stock_045,-0.005419184602086428
stock_046,0.003305194906756131
stock_047,0.0061778622996306095
stock_048,-0.01643314188486448
stock_049,-0.0008886142356151734
stock_050,-0.006313803680225881
stock_051,-0.04407857060820827
stock_052,0.003955378111376518
stock_053,-0.027397072257186093
stock_054,-0.02618363584142453
stock_055,0.048315600166874424
stock_056,0.04736772879464557
stock_057,-0.04278155214981899
stock_058,-0.049760834896048434
stock_059,-0.03524843108500114
stock_060,0.009121719988157074
stock_061,-0.03246366260410253
stock_062,-0.04505072375336863
stock_063,0.010412869748921649
stock_064,0.051574913980337575
stock_065,-0.02732647623427964
stock_066,-0.018288553934919228
stock_067,-0.04609861414217842
stock_068,0.06217714290210874
stock_069,0.03195367503773687
stock_070,0.007817209742398978
stock_071,-0.025303572385326954
stock_072,0.033503169253663645
stock_073,-0.045082739959226556
stock_074,0.02570920980978876
stock_075,-0.04353452658045413
stock_076,-0.04203654117703811
stock_077,-0.019498456281428066
stock_078,-0.032091480651012826
stock_079,-0.00213771791423676
stock_080,0.0027623119694324093
stock_081,0.0006600437568439928
stock_082,-0.020463408040095797
stock_083,0.015590041426489036
stock_084,-0.023377717082493366
stock_085,0.003902289379420349
stock_086,-0.03688699449975755
stock_087,-0.09309821027595228
stock_088,-0.04584910444765401
stock_089,0.009421698159561571
stock_090,0.008354030609547746
stock_091,-0.0026544507111605394
stock_092,0.01925017937443223
stock_093,-0.009078889246373326
stock_094,-0.009230042244110177
stock_095,-0.025370519580178566
stock_096,-0.03354237597575722
stock_097,-0.03206098697745854
stock_098,-0.04503195752360234
stock_099,-0.01975614020785565
stock_100,0.007897264260062542
stock_101,0.023688352402017884
stock_102,-0.004376739323732812
stock_103,-0.0036713494527247596
stock_104,-0.0014804173903743625
stock_105,0.017614952739498493
stock_106,-0.0261281274681563
stock_107,-0.011289072817841327
stock_108,0.018314940179507046
stock_109,-0.0024010647847185615
stock_110,0.0038489173490780654
stock_111,-0.011206417226306789
